Chip Run Info,D:\Edoardo\1361334043edoardo_hl60_vinc_3nM_mock_vs_48h\ChipRun.bml,1361334043,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,4/24/2016 8:26:16 PM,00:51:17,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S27-A62,mock_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A61,mock_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0222468576534276,68.689797646365,999,1,miss
S27-A72,mock_low,Unknown,1,MT2A,Test,14.9056075049684,-1,1,Pass,0.0222468576534276,89.0283304842643,999,1,ok
S27-A71,mock_low,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A70,mock_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A69,mock_low,Unknown,1,KRAS,Test,14.5766327127395,-1,1,Pass,0.0222468576534276,75.0291350293338,999,1,ok
S27-A68,mock_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A67,mock_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0222468576534276,68.6839122575573,999,1,miss
S27-A78,mock_low,Unknown,1,CTNNB,Test,14.9423531963745,-1,1,Pass,0.0222468576534276,82.9878823291571,999,1,ok
S27-A77,mock_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A76,mock_low,Unknown,1,PPIA,Test,9.68147794783227,-1,1,Pass,0.0222468576534276,84.0839048271755,999,1,ok
S27-A75,mock_low,Unknown,1,RELA,Test,14.6415951581424,-1,1,Pass,0.0222468576534276,85.4235914655198,999,1,ok
S27-A74,mock_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A73,mock_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A84,mock_low,Unknown,1,CTNNB,Test,14.8570496633303,-1,1,Pass,0.0222468576534276,83.0152499164596,999,1,ok
S27-A83,mock_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A82,mock_low,Unknown,1,PPIA,Test,9.63074440382455,-1,1,Pass,0.0222468576534276,84.1241396307753,999,1,ok
S27-A81,mock_low,Unknown,1,RELA,Test,14.5834539480968,-1,1,Pass,0.0222468576534276,85.4369328449951,999,1,ok
S27-A80,mock_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A79,mock_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A90,mock_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A89,mock_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A88,mock_low,Unknown,1,B2M,Test,9.25921065152696,-1,1,Pass,0.0222468576534276,85.5789515322269,999,1,ok
S27-A87,mock_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A86,mock_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A85,mock_low,Unknown,1,SP1,Test,15.1529995525087,-1,1,Pass,0.0222468576534276,86.7486181727844,999,1,ok
S27-A96,mock_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A95,mock_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A94,mock_low,Unknown,1,B2M,Test,9.33252052185262,-1,1,Pass,0.0222468576534276,85.7854725558657,999,1,ok
S27-A93,mock_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A92,mock_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S27-A91,mock_low,Unknown,1,SP1,Test,15.1750014665979,-1,1,Pass,0.0222468576534276,87.0176659014708,999,1,ok
S68-A01,48h_high,Unknown,1,ACTB,Test,14.5417599910528,-1,0.947863002036686,Pass,0.0222468576534276,90.1698575275668,999,1,ok
S68-A02,48h_high,Unknown,1,SP3,Test,13.4442813829598,-1,1,Pass,0.0222468576534276,81.624780731139,999,1,ok
S68-A03,48h_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A04,48h_high,Unknown,1,RSU1,Test,13.2545473199718,-1,1,Pass,0.0222468576534276,82.9247922987566,999,1,ok
S68-A05,48h_high,Unknown,1,IL8,Test,10.1466982174958,-1,1,Pass,0.0222468576534276,82.8415207348856,999,1,ok
S68-A06,48h_high,Unknown,1,FZD7,Test,17.6853607644825,-1,1,Pass,0.0222468576534276,80.9102479430728,999,1,ok
S68-A07,48h_high,Unknown,1,ACTB,Test,14.3999626812388,-1,0.946915155796658,Pass,0.0222468576534276,89.725752482054,999,1,ok
S68-A08,48h_high,Unknown,1,SP3,Test,13.382021748407,-1,1,Pass,0.0222468576534276,81.2041678542021,999,1,ok
S68-A09,48h_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A10,48h_high,Unknown,1,RSU1,Test,13.1431416108711,-1,1,Pass,0.0222468576534276,82.6936316600807,999,1,ok
S68-A11,48h_high,Unknown,1,IL8,Test,10.0898193187007,-1,1,Pass,0.0222468576534276,82.6524614317245,999,1,ok
S68-A12,48h_high,Unknown,1,FZD7,Test,17.9439733195664,-1,1,Pass,0.0222468576534276,80.7446642250309,999,1,ok
S68-A13,48h_high,Unknown,1,ABCC4,Test,12.7660183019623,-1,1,Pass,0.0222468576534276,80.768834395759,999,1,ok
S68-A14,48h_high,Unknown,1,YBX1,Test,6.92777062525109,-1,1,Pass,0.0222468576534276,82.1683900319325,999,1,ok
S68-A15,48h_high,Unknown,1,PRKCB,Test,14.7394171278739,-1,1,Pass,0.0222468576534276,86.7190185289642,999,1,ok
S68-A16,48h_high,Unknown,1,DDIT4,Test,17.3847116016992,-1,1,Pass,0.0222468576534276,88.7519818604798,999,1,ok
S68-A17,48h_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A18,48h_high,Unknown,1,LRP5,Test,16.7955655573111,-1,1,Pass,0.0222468576534276,84.0949538539721,999,1,ok
S68-A19,48h_high,Unknown,1,ABCC4,Test,12.7902342284617,-1,1,Pass,0.0222468576534276,80.6806903344704,999,1,ok
S68-A20,48h_high,Unknown,1,YBX1,Test,6.89220793822384,-1,1,Pass,0.0222468576534276,82.0727683385461,999,1,ok
S68-A21,48h_high,Unknown,1,PRKCB,Test,14.8653309779927,-1,1,Pass,0.0222468576534276,86.4703276820257,999,1,ok
S68-A22,48h_high,Unknown,1,DDIT4,Test,17.4544571894626,-1,1,Pass,0.0222468576534276,88.5867357303104,999,1,ok
S68-A23,48h_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A24,48h_high,Unknown,1,LRP5,Test,16.9512786242758,-1,1,Pass,0.0222468576534276,83.9816009284461,999,1,ok
S68-A25,48h_high,Unknown,1,ABCC5,Test,17.717875456159,-1,1,Pass,0.0222468576534276,84.0901014771433,999,1,ok
S68-A26,48h_high,Unknown,1,NFYA,Test,14.2323182047587,-1,1,Pass,0.0222468576534276,85.1188509587585,999,1,ok
S68-A27,48h_high,Unknown,1,CSK,Test,11.9527256251639,-1,1,Pass,0.0222468576534276,85.7952920298135,999,1,ok
S68-A28,48h_high,Unknown,1,SCML2,Test,17.0236936309158,-1,1,Pass,0.0222468576534276,81.8357233022154,999,1,ok
S68-A29,48h_high,Unknown,1,GAPDH,Test,7.19979196393242,-1,1,Pass,0.0222468576534276,87.3207627718392,999,1,ok
S68-A30,48h_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A31,48h_high,Unknown,1,ABCC5,Test,17.5453652446103,-1,1,Pass,0.0222468576534276,84.1190465672378,999,1,ok
S68-A32,48h_high,Unknown,1,NFYA,Test,14.157465870473,-1,1,Pass,0.0222468576534276,85.1104492994772,999,1,ok
S68-A33,48h_high,Unknown,1,CSK,Test,11.7785801236779,-1,1,Pass,0.0222468576534276,85.7645186179752,999,1,ok
S68-A34,48h_high,Unknown,1,SCML2,Test,17.4125255370988,-1,1,Pass,0.0222468576534276,81.7601691216527,999,1,ok
S68-A35,48h_high,Unknown,1,GAPDH,Test,7.17613271843443,-1,1,Pass,0.0222468576534276,87.2740639925992,999,1,ok
S68-A36,48h_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A37,48h_high,Unknown,1,WNK1,Test,13.7288685357905,-1,1,Pass,0.0222468576534276,83.7284844599236,999,1,ok
S68-A38,48h_high,Unknown,1,IL18,Test,14.9193852487509,-1,1,Pass,0.0222468576534276,80.9033874092639,999,1,ok
S68-A39,48h_high,Unknown,1,GCLC,Test,14.0460863027317,-1,1,Pass,0.0222468576534276,83.2947861376642,999,1,ok
S68-A40,48h_high,Unknown,1,MAPK1,Test,12.2376296373961,-1,1,Pass,0.0222468576534276,85.1753519496097,999,1,ok
S68-A41,48h_high,Unknown,1,MYC,Test,8.96228596505907,-1,1,Pass,0.0222468576534276,86.8270959381692,999,1,double
S68-A42,48h_high,Unknown,1,OCT4,Test,23.4871392900801,-1,0,Fail,0.0222468576534276,999,999,0,miss
S68-A43,48h_high,Unknown,1,WNK1,Test,13.7672539233913,-1,1,Pass,0.0222468576534276,83.7294960344636,999,1,ok
S68-A44,48h_high,Unknown,1,IL18,Test,14.807846538125,-1,1,Pass,0.0222468576534276,80.9387605078746,999,1,ok
S68-A45,48h_high,Unknown,1,GCLC,Test,14.1338423266241,-1,1,Pass,0.0222468576534276,83.2783171910027,999,1,ok
S68-A46,48h_high,Unknown,1,MAPK1,Test,12.2573912549466,-1,1,Pass,0.0222468576534276,85.125071364599,999,1,ok
S68-A47,48h_high,Unknown,1,MYC,Test,8.98342994767865,-1,1,Pass,0.0222468576534276,86.7516609499363,999,1,double
S68-A48,48h_high,Unknown,1,OCT4,Test,22.2865269604771,-1,0.473233116417315,Fail,0.0222468576534276,91.776744325685,999,1,miss
S68-A54,48h_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S68-A53,48h_high,Unknown,1,MPO,Test,7.0330350575259,-1,1,Pass,0.0222468576534276,87.9507879551179,999,1,ok
S68-A52,48h_high,Unknown,1,EZH1,Test,15.1348719378228,-1,1,Pass,0.0222468576534276,82.4226524572405,999,1,ok
S68-A51,48h_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A50,48h_high,Unknown,1,BRD4,Test,11.0386614441184,-1,1,Pass,0.0222468576534276,84.9365259328475,999,1,ok
S68-A49,48h_high,Unknown,1,DVL2,Test,17.1831588395229,-1,1,Pass,0.0222468576534276,86.4217122392838,999,1,ok
S68-A60,48h_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S68-A59,48h_high,Unknown,1,MPO,Test,7.06508512134429,-1,1,Pass,0.0222468576534276,87.937358606639,999,1,ok
S68-A58,48h_high,Unknown,1,EZH1,Test,14.8465300142173,-1,1,Pass,0.0222468576534276,82.433030544006,999,1,ok
S68-A57,48h_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A56,48h_high,Unknown,1,BRD4,Test,11.1341331904416,-1,1,Pass,0.0222468576534276,84.9257861510325,999,1,ok
S68-A55,48h_high,Unknown,1,DVL2,Test,16.9731994043016,-1,1,Pass,0.0222468576534276,86.6286397661076,999,1,ok
S68-A66,48h_high,Unknown,1,MT2A,Test,12.7865374496013,-1,1,Pass,0.0222468576534276,88.6605592965389,999,1,ok
S68-A65,48h_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A64,48h_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A63,48h_high,Unknown,1,KRAS,Test,13.4556066881209,-1,1,Pass,0.0222468576534276,75.1970179695908,999,1,ok
S68-A62,48h_high,Unknown,1,KMT2A,Test,16.1830280164323,-1,1,Pass,0.0222468576534276,81.4537428497244,999,1,ok
S68-A61,48h_high,Unknown,1,DAAM1,Test,16.9772869176216,-1,1,Pass,0.0222468576534276,84.2042722140546,999,1,ok
S68-A72,48h_high,Unknown,1,MT2A,Test,12.7380633852524,-1,1,Pass,0.0222468576534276,88.6935305987366,999,1,ok
S68-A71,48h_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A70,48h_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A69,48h_high,Unknown,1,KRAS,Test,13.5492925014893,-1,1,Pass,0.0222468576534276,75.1932421750578,999,1,ok
S68-A68,48h_high,Unknown,1,KMT2A,Test,16.0040677540377,-1,1,Pass,0.0222468576534276,81.5889307035594,999,1,ok
S68-A67,48h_high,Unknown,1,DAAM1,Test,17.2786614020948,-1,1,Pass,0.0222468576534276,84.2905521760655,999,1,ok
S68-A78,48h_high,Unknown,1,CTNNB,Test,13.5818099770766,-1,1,Pass,0.0222468576534276,83.3449160855905,999,1,ok
S68-A77,48h_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A76,48h_high,Unknown,1,PPIA,Test,8.48909966706232,-1,1,Pass,0.0222468576534276,84.0990975899993,999,1,ok
S68-A75,48h_high,Unknown,1,RELA,Test,12.5837228865117,-1,1,Pass,0.0222468576534276,85.4076042818764,999,1,double
S68-A74,48h_high,Unknown,1,SMYD3,Test,12.2740922420533,-1,1,Pass,0.0222468576534276,81.9577096522187,999,1,double
S68-A73,48h_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A84,48h_high,Unknown,1,CTNNB,Test,13.6693476349358,-1,1,Pass,0.0222468576534276,83.3725080076236,999,1,ok
S68-A83,48h_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A82,48h_high,Unknown,1,PPIA,Test,8.48526448705902,-1,1,Pass,0.0222468576534276,84.141920773783,999,1,ok
S68-A81,48h_high,Unknown,1,RELA,Test,12.5788097854634,-1,1,Pass,0.0222468576534276,85.5751186616642,999,1,double
S68-A80,48h_high,Unknown,1,SMYD3,Test,12.3086365331059,-1,1,Pass,0.0222468576534276,81.9738717441174,999,1,double
S68-A79,48h_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A90,48h_high,Unknown,1,LRP6,Test,21.161704566199,-1,1,Pass,0.0222468576534276,86.663472630198,999,1,ok
S68-A89,48h_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A88,48h_high,Unknown,1,B2M,Test,9.19374730842384,-1,1,Pass,0.0222468576534276,85.5667719838266,999,1,ok
S68-A87,48h_high,Unknown,1,MAP3K14,Test,17.7405690529192,-1,1,Pass,0.0222468576534276,84.0966975025873,999,1,ok
S68-A86,48h_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A85,48h_high,Unknown,1,SP1,Test,14.2558785742691,-1,1,Pass,0.0222468576534276,86.6395673230449,999,1,ok
S68-A96,48h_high,Unknown,1,LRP6,Test,22.3286361996559,-1,1,Pass,0.0222468576534276,86.7454110238669,999,1,ok
S68-A95,48h_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A94,48h_high,Unknown,1,B2M,Test,9.4777072208416,-1,1,Pass,0.0222468576534276,85.7859525188964,999,1,ok
S68-A93,48h_high,Unknown,1,MAP3K14,Test,18.7351593338731,-1,1,Pass,0.0222468576534276,84.3121363202692,999,1,ok
S68-A92,48h_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S68-A91,48h_high,Unknown,1,SP1,Test,14.388358616255,-1,1,Pass,0.0222468576534276,86.9319105519437,999,1,ok
S26-A01,mock_low,Unknown,100,ACTB,Test,6.54399864793857,-1,0.95713703755108,Pass,0.0222468576534276,90.7341940562604,999,1,ok
S26-A02,mock_low,Unknown,100,SP3,Test,7.26334027214195,-1,1,Pass,0.0222468576534276,81.7147518375011,999,1,ok
S26-A03,mock_low,Unknown,100,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A04,mock_low,Unknown,100,RSU1,Test,7.57836454205079,-1,1,Pass,0.0222468576534276,83.0578702947881,999,1,ok
S26-A05,mock_low,Unknown,100,IL8,Test,4.49786688364259,-1,0.832622294547531,Pass,0.0222468576534276,82.9459076668233,999,1,ok
S26-A06,mock_low,Unknown,100,FZD7,Test,11.6799135170468,-1,1,Pass,0.0222468576534276,81.1636546453229,999,1,ok
S26-A07,mock_low,Unknown,100,ACTB,Test,6.5003019148726,-1,0.954572515054594,Pass,0.0222468576534276,90.115394223162,999,1,ok
S26-A08,mock_low,Unknown,100,SP3,Test,7.19581479435518,-1,1,Pass,0.0222468576534276,81.2618991557214,999,1,ok
S26-A09,mock_low,Unknown,100,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A10,mock_low,Unknown,100,RSU1,Test,7.60389878466579,-1,1,Pass,0.0222468576534276,82.8352158634488,999,1,ok
S26-A11,mock_low,Unknown,100,IL8,Test,4.53292787622691,-1,0.844309292075638,Pass,0.0222468576534276,82.7528849518608,999,1,ok
S26-A12,mock_low,Unknown,100,FZD7,Test,11.8221567488863,-1,1,Pass,0.0222468576534276,80.9885354577739,999,1,ok
S26-A13,mock_low,Unknown,100,ABCC4,Test,8.36894063827129,-1,1,Pass,0.0222468576534276,80.8273897958005,999,1,ok
S26-A14,mock_low,Unknown,100,YBX1,Test,2.5,-1,0.166666666666667,Fail,0.0222468576534276,82.2517597596691,999,1,ok
S26-A15,mock_low,Unknown,100,PRKCB,Test,9.36262183262275,-1,1,Pass,0.0222468576534276,86.807733231417,999,1,ok
S26-A16,mock_low,Unknown,100,DDIT4,Test,11.0145132066587,-1,1,Pass,0.0222468576534276,87.8222250177549,999,1,ok
S26-A17,mock_low,Unknown,100,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A18,mock_low,Unknown,100,LRP5,Test,10.4265260806123,-1,1,Pass,0.0222468576534276,84.1848376970737,999,1,ok
S26-A19,mock_low,Unknown,100,ABCC4,Test,8.3528944986566,-1,1,Pass,0.0222468576534276,80.7237990141465,999,1,ok
S26-A20,mock_low,Unknown,100,YBX1,Test,2.5,-1,0.166666666666667,Fail,0.0222468576534276,82.1394782909469,999,1,ok
S26-A21,mock_low,Unknown,100,PRKCB,Test,9.33608778987132,-1,1,Pass,0.0222468576534276,86.7138690653512,999,1,ok
S26-A22,mock_low,Unknown,100,DDIT4,Test,11.0890205240708,-1,1,Pass,0.0222468576534276,87.7373691284886,999,1,ok
S26-A23,mock_low,Unknown,100,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A24,mock_low,Unknown,100,LRP5,Test,10.3584226947461,-1,1,Pass,0.0222468576534276,84.1101143002946,999,1,ok
S26-A25,mock_low,Unknown,100,ABCC5,Test,11.2438384976318,-1,1,Pass,0.0222468576534276,84.3000697002654,999,1,ok
S26-A26,mock_low,Unknown,100,NFYA,Test,10.0303100108997,-1,1,Pass,0.0222468576534276,85.4319175070822,999,1,ok
S26-A27,mock_low,Unknown,100,CSK,Test,7.18048716073604,-1,1,Pass,0.0222468576534276,85.8950002430105,999,1,ok
S26-A28,mock_low,Unknown,100,SCML2,Test,10.1391896097373,-1,1,Pass,0.0222468576534276,81.8712000550049,999,1,ok
S26-A29,mock_low,Unknown,100,GAPDH,Test,3.07438868469307,-1,0.358129561564357,Fail,0.0222468576534276,87.3742976244658,999,1,ok
S26-A30,mock_low,Unknown,100,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A31,mock_low,Unknown,100,ABCC5,Test,11.1309070844593,-1,1,Pass,0.0222468576534276,84.2424457521656,999,1,ok
S26-A32,mock_low,Unknown,100,NFYA,Test,9.95744183669617,-1,1,Pass,0.0222468576534276,85.3809801157456,999,1,ok
S26-A33,mock_low,Unknown,100,CSK,Test,7.20919584798212,-1,1,Pass,0.0222468576534276,85.8632332463622,999,1,ok
S26-A34,mock_low,Unknown,100,SCML2,Test,10.1297668236981,-1,1,Pass,0.0222468576534276,81.8366190909966,999,1,ok
S26-A35,mock_low,Unknown,100,GAPDH,Test,3.0483489060735,-1,0.349449635357833,Fail,0.0222468576534276,87.3363217687229,999,1,ok
S26-A36,mock_low,Unknown,100,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A37,mock_low,Unknown,100,WNK1,Test,8.69878055938469,-1,1,Pass,0.0222468576534276,83.7950974240278,999,1,ok
S26-A38,mock_low,Unknown,100,IL18,Test,9.48454162214447,-1,1,Pass,0.0222468576534276,81.0120887397542,999,1,ok
S26-A39,mock_low,Unknown,100,GCLC,Test,9.4467544016218,-1,1,Pass,0.0222468576534276,83.3612172993153,999,1,ok
S26-A40,mock_low,Unknown,100,MAPK1,Test,7.32860179275134,-1,1,Pass,0.0222468576534276,85.188387622837,999,1,ok
S26-A41,mock_low,Unknown,100,MYC,Test,3.97861300407725,-1,0.659537668025751,Pass,0.0222468576534276,86.8528055215778,999,1,double
S26-A42,mock_low,Unknown,100,OCT4,Test,19.1913680462726,-1,1,Pass,0.0222468576534276,78.0205584026699,999,1,miss
S26-A43,mock_low,Unknown,100,WNK1,Test,8.68243602219244,-1,1,Pass,0.0222468576534276,83.7804337324271,999,1,ok
S26-A44,mock_low,Unknown,100,IL18,Test,9.43039141191776,-1,1,Pass,0.0222468576534276,81.0110394904802,999,1,ok
S26-A45,mock_low,Unknown,100,GCLC,Test,9.46883604722258,-1,1,Pass,0.0222468576534276,83.3657794868038,999,1,ok
S26-A46,mock_low,Unknown,100,MAPK1,Test,7.25483327634338,-1,1,Pass,0.0222468576534276,85.192087089851,999,1,ok
S26-A47,mock_low,Unknown,100,MYC,Test,3.9433695151008,-1,0.647789838366933,Fail,0.0222468576534276,86.81995722777,999,1,double
S26-A48,mock_low,Unknown,100,OCT4,Test,19.3777085441107,-1,0.995207309060848,Pass,0.0222468576534276,78.3681256383384,999,1,miss
S26-A54,mock_low,Unknown,100,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S26-A53,mock_low,Unknown,100,MPO,Test,2.5,-1,0.166666666666667,Fail,0.0222468576534276,88.0288289158183,999,1,ok
S26-A52,mock_low,Unknown,100,EZH1,Test,10.2585122236227,-1,1,Pass,0.0222468576534276,82.5976612869511,999,1,ok
S26-A51,mock_low,Unknown,100,SLC7A7,Test,11.6713647667854,-1,1,Pass,0.0222468576534276,81.233454300178,999,1,ok
S26-A50,mock_low,Unknown,100,BRD4,Test,6.77179236636311,-1,1,Pass,0.0222468576534276,85.0063445914775,999,1,ok
S26-A49,mock_low,Unknown,100,DVL2,Test,10.5433885759653,-1,1,Pass,0.0222468576534276,86.7799344412427,999,1,ok
S26-A60,mock_low,Unknown,100,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S26-A59,mock_low,Unknown,100,MPO,Test,2.5,-1,0.166666666666667,Fail,0.0222468576534276,88.020999489984,999,1,ok
S26-A58,mock_low,Unknown,100,EZH1,Test,10.3258665257384,-1,1,Pass,0.0222468576534276,82.5962026377008,999,1,ok
S26-A57,mock_low,Unknown,100,SLC7A7,Test,11.6012733053969,-1,1,Pass,0.0222468576534276,81.2487475154494,999,1,ok
S26-A56,mock_low,Unknown,100,BRD4,Test,6.76420059292554,-1,1,Pass,0.0222468576534276,85.0019509787839,999,1,ok
S26-A55,mock_low,Unknown,100,DVL2,Test,10.5080591373804,-1,1,Pass,0.0222468576534276,86.8009210738986,999,1,ok
S26-A66,mock_low,Unknown,100,MT2A,Test,7.08614026365689,-1,1,Pass,0.0222468576534276,89.3202269747694,999,1,ok
S26-A65,mock_low,Unknown,100,NOTCH1,Test,12.7486503126206,-1,1,Pass,0.0222468576534276,89.5628488106312,999,1,ok
S26-A64,mock_low,Unknown,100,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A63,mock_low,Unknown,100,KRAS,Test,7.87969271973171,-1,1,Pass,0.0222468576534276,75.2160499711315,999,1,ok
S26-A62,mock_low,Unknown,100,KMT2A,Test,11.2101298307743,-1,1,Pass,0.0222468576534276,81.7090826335628,999,1,ok
S26-A61,mock_low,Unknown,100,DAAM1,Test,12.2402108249999,-1,1,Pass,0.0222468576534276,84.3076599905247,999,1,ok
S26-A72,mock_low,Unknown,100,MT2A,Test,7.11130312110284,-1,1,Pass,0.0222468576534276,89.3639563693522,999,1,ok
S26-A71,mock_low,Unknown,100,NOTCH1,Test,12.7168040622271,-1,1,Pass,0.0222468576534276,89.576509096464,999,1,ok
S26-A70,mock_low,Unknown,100,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A69,mock_low,Unknown,100,KRAS,Test,7.89748700658514,-1,1,Pass,0.0222468576534276,75.2205586741643,999,1,ok
S26-A68,mock_low,Unknown,100,KMT2A,Test,11.1881475875634,-1,1,Pass,0.0222468576534276,81.7144468269714,999,1,ok
S26-A67,mock_low,Unknown,100,DAAM1,Test,12.167742944229,-1,1,Pass,0.0222468576534276,84.3238534002637,999,1,ok
S26-A78,mock_low,Unknown,100,CTNNB,Test,7.68960865525828,-1,1,Pass,0.0222468576534276,83.3185294792963,999,1,ok
S26-A77,mock_low,Unknown,100,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A76,mock_low,Unknown,100,PPIA,Test,3.85033286817042,-1,0.616777622723474,Fail,0.0222468576534276,84.2013915064994,999,1,ok
S26-A75,mock_low,Unknown,100,RELA,Test,7.85974515661024,-1,1,Pass,0.0222468576534276,85.6637995864242,999,1,ok
S26-A74,mock_low,Unknown,100,SMYD3,Test,9.35380536474928,-1,1,Pass,0.0222468576534276,81.9923461489781,999,1,ok
S26-A73,mock_low,Unknown,100,UGCG,Test,10.512669563674,-1,1,Pass,0.0222468576534276,82.3218869441751,999,1,ok
S26-A84,mock_low,Unknown,100,CTNNB,Test,7.74647630871479,-1,1,Pass,0.0222468576534276,83.3490433360682,999,1,ok
S26-A83,mock_low,Unknown,100,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S26-A82,mock_low,Unknown,100,PPIA,Test,3.78535906575007,-1,0.595119688583357,Fail,0.0222468576534276,84.2401301542715,999,1,ok
