Chip Run Info,D:\Edoardo\1361334043edoardo_hl60_vinc_3nM_mock_vs_48h\ChipRun.bml,1361334043,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,4/24/2016 8:26:16 PM,00:51:17,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S84-A74,48h_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A73,48h_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A84,48h_low,Unknown,1,CTNNB,Test,25.3913891647535,-1,1,Pass,0.0222468576534276,75.5154993172073,999,1,miss
S84-A83,48h_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A82,48h_low,Unknown,1,PPIA,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A81,48h_low,Unknown,1,RELA,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A80,48h_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A79,48h_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A90,48h_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A89,48h_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A88,48h_low,Unknown,1,B2M,Test,18.4888959586503,-1,1,Pass,0.0222468576534276,85.290026144522,999,1,ok
S84-A87,48h_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A86,48h_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A85,48h_low,Unknown,1,SP1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A96,48h_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A95,48h_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A94,48h_low,Unknown,1,B2M,Test,18.3171350597344,-1,1,Pass,0.0222468576534276,85.7280640598179,999,1,ok
S84-A93,48h_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A92,48h_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S84-A91,48h_low,Unknown,1,SP1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A01,mock_high,Unknown,1,ACTB,Test,11.9199490027725,-1,0.943496171804196,Pass,0.0222468576534276,90.5723113303628,999,1,ok
S18-A02,mock_high,Unknown,1,SP3,Test,12.557190212937,-1,1,Pass,0.0222468576534276,81.7346544476912,999,1,ok
S18-A03,mock_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A04,mock_high,Unknown,1,RSU1,Test,13.1152457082161,-1,1,Pass,0.0222468576534276,83.0395841717084,999,1,ok
S18-A05,mock_high,Unknown,1,IL8,Test,8.78270644452523,-1,1,Pass,0.0222468576534276,82.9215150364863,999,1,ok
S18-A06,mock_high,Unknown,1,FZD7,Test,16.5799030763992,-1,1,Pass,0.0222468576534276,81.0443979506077,999,1,ok
S18-A07,mock_high,Unknown,1,ACTB,Test,11.8885639114933,-1,0.97241285401103,Pass,0.0222468576534276,89.9156930504123,999,1,ok
S18-A08,mock_high,Unknown,1,SP3,Test,12.6140510434685,-1,1,Pass,0.0222468576534276,81.2385266208151,999,1,ok
S18-A09,mock_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A10,mock_high,Unknown,1,RSU1,Test,13.1249025692631,-1,1,Pass,0.0222468576534276,82.7588618504121,999,1,ok
S18-A11,mock_high,Unknown,1,IL8,Test,8.72451996580086,-1,1,Pass,0.0222468576534276,82.6811830258609,999,1,ok
S18-A12,mock_high,Unknown,1,FZD7,Test,16.8202937958054,-1,1,Pass,0.0222468576534276,80.8414998280066,999,1,ok
S18-A13,mock_high,Unknown,1,ABCC4,Test,12.6477176180195,-1,1,Pass,0.0222468576534276,80.765711038731,999,1,ok
S18-A14,mock_high,Unknown,1,YBX1,Test,5.96073414129113,-1,1,Pass,0.0222468576534276,82.1638808959354,999,1,ok
S18-A15,mock_high,Unknown,1,PRKCB,Test,12.509432040752,-1,1,Pass,0.0222468576534276,86.6759740727166,999,1,ok
S18-A16,mock_high,Unknown,1,DDIT4,Test,14.2059522181429,-1,1,Pass,0.0222468576534276,87.8700959509734,999,1,ok
S18-A17,mock_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A18,mock_high,Unknown,1,LRP5,Test,21.8665557218865,-1,1,Pass,0.0222468576534276,83.8406220507824,999,1,ok
S18-A19,mock_high,Unknown,1,ABCC4,Test,12.5826771440313,-1,1,Pass,0.0222468576534276,80.6496846163684,999,1,ok
S18-A20,mock_high,Unknown,1,YBX1,Test,5.92018100573785,-1,1,Pass,0.0222468576534276,82.0583642316657,999,1,ok
S18-A21,mock_high,Unknown,1,PRKCB,Test,12.5067208009151,-1,1,Pass,0.0222468576534276,86.5940908189718,999,1,ok
S18-A22,mock_high,Unknown,1,DDIT4,Test,14.0638647842577,-1,1,Pass,0.0222468576534276,87.8088666882669,999,1,ok
S18-A23,mock_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A24,mock_high,Unknown,1,LRP5,Test,22.462494316269,-1,1,Pass,0.0222468576534276,83.9463207374784,999,1,ok
S18-A25,mock_high,Unknown,1,ABCC5,Test,16.0302303221399,-1,1,Pass,0.0222468576534276,84.2639466037477,999,1,ok
S18-A26,mock_high,Unknown,1,NFYA,Test,13.1471805138696,-1,1,Pass,0.0222468576534276,85.4141412080919,999,1,ok
S18-A27,mock_high,Unknown,1,CSK,Test,11.155508439848,-1,1,Pass,0.0222468576534276,85.8124984204307,999,1,ok
S18-A28,mock_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A29,mock_high,Unknown,1,GAPDH,Test,6.24096638757207,-1,1,Pass,0.0222468576534276,87.3306210024003,999,1,ok
S18-A30,mock_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A31,mock_high,Unknown,1,ABCC5,Test,16.1577451441722,-1,1,Pass,0.0222468576534276,84.1676613917776,999,1,ok
S18-A32,mock_high,Unknown,1,NFYA,Test,13.1036165355342,-1,1,Pass,0.0222468576534276,85.3525434214007,999,1,ok
S18-A33,mock_high,Unknown,1,CSK,Test,11.1504287888874,-1,1,Pass,0.0222468576534276,85.7714495403042,999,1,ok
S18-A34,mock_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A35,mock_high,Unknown,1,GAPDH,Test,6.20478914660314,-1,1,Pass,0.0222468576534276,87.2748787448819,999,1,ok
S18-A36,mock_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A37,mock_high,Unknown,1,WNK1,Test,14.8976181589191,-1,1,Pass,0.0222468576534276,83.6458830874467,999,1,ok
S18-A38,mock_high,Unknown,1,IL18,Test,13.3505136683259,-1,1,Pass,0.0222468576534276,80.9491269217388,999,1,ok
S18-A39,mock_high,Unknown,1,GCLC,Test,14.3952111926514,-1,1,Pass,0.0222468576534276,83.1899837774554,999,1,ok
S18-A40,mock_high,Unknown,1,MAPK1,Test,11.0650093599784,-1,1,Pass,0.0222468576534276,85.1455000943547,999,1,ok
S18-A41,mock_high,Unknown,1,MYC,Test,10.0821876468789,-1,1,Pass,0.0222468576534276,79.7966310901075,999,1,ok
S18-A42,mock_high,Unknown,1,OCT4,Test,21.829803198956,-1,0.889028505605479,Pass,0.0222468576534276,83.9207297790438,999,1,miss
S18-A43,mock_high,Unknown,1,WNK1,Test,14.7035607942913,-1,1,Pass,0.0222468576534276,83.6626119247062,999,1,ok
S18-A44,mock_high,Unknown,1,IL18,Test,13.2932667509742,-1,1,Pass,0.0222468576534276,80.9464108973729,999,1,ok
S18-A45,mock_high,Unknown,1,GCLC,Test,14.2732964406222,-1,1,Pass,0.0222468576534276,83.1845172945756,999,1,ok
S18-A46,mock_high,Unknown,1,MAPK1,Test,10.9885258968351,-1,1,Pass,0.0222468576534276,85.0928491935194,999,1,ok
S18-A47,mock_high,Unknown,1,MYC,Test,9.99124147199129,-1,1,Pass,0.0222468576534276,79.7918167092941,999,1,ok
S18-A48,mock_high,Unknown,1,OCT4,Test,27.3975798018059,-1,0,Fail,0.0222468576534276,999,999,0,miss
S18-A54,mock_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S18-A53,mock_high,Unknown,1,MPO,Test,6.77803585107671,-1,1,Pass,0.0222468576534276,87.9302996417416,999,1,ok
S18-A52,mock_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A51,mock_high,Unknown,1,SLC7A7,Test,16.4318330918758,-1,1,Pass,0.0222468576534276,81.0040893107927,999,1,ok
S18-A50,mock_high,Unknown,1,BRD4,Test,10.5837285856608,-1,1,Pass,0.0222468576534276,84.9206966589644,999,1,ok
S18-A49,mock_high,Unknown,1,DVL2,Test,15.8130678974267,-1,1,Pass,0.0222468576534276,86.6661486161722,999,1,ok
S18-A60,mock_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S18-A59,mock_high,Unknown,1,MPO,Test,6.75963127764579,-1,1,Pass,0.0222468576534276,87.9279768721096,999,1,ok
S18-A58,mock_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A57,mock_high,Unknown,1,SLC7A7,Test,16.0820994871384,-1,1,Pass,0.0222468576534276,80.9615340629613,999,1,ok
S18-A56,mock_high,Unknown,1,BRD4,Test,10.6105681256447,-1,1,Pass,0.0222468576534276,84.9156132371624,999,1,ok
S18-A55,mock_high,Unknown,1,DVL2,Test,16.0465564600166,-1,1,Pass,0.0222468576534276,86.4478812210567,999,1,ok
S18-A66,mock_high,Unknown,1,MT2A,Test,10.72419650181,-1,1,Pass,0.0222468576534276,89.1522699674636,999,1,ok
S18-A65,mock_high,Unknown,1,NOTCH1,Test,18.914522635962,-1,1,Pass,0.0222468576534276,89.4061116591791,999,1,ok
S18-A64,mock_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A63,mock_high,Unknown,1,KRAS,Test,13.0318707883282,-1,1,Pass,0.0222468576534276,75.171649204887,999,1,ok
S18-A62,mock_high,Unknown,1,KMT2A,Test,15.6955214836895,-1,1,Pass,0.0222468576534276,81.6135383190669,999,1,ok
S18-A61,mock_high,Unknown,1,DAAM1,Test,23.0493061984997,-1,1,Pass,0.0222468576534276,75.7479290462927,999,1,miss
S18-A72,mock_high,Unknown,1,MT2A,Test,10.7161336660353,-1,1,Pass,0.0222468576534276,89.1671148057243,999,1,ok
S18-A71,mock_high,Unknown,1,NOTCH1,Test,19.5275786319161,-1,1,Pass,0.0222468576534276,89.6050689870901,999,1,ok
S18-A70,mock_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A69,mock_high,Unknown,1,KRAS,Test,13.1008696072502,-1,1,Pass,0.0222468576534276,75.1728825224828,999,1,ok
S18-A68,mock_high,Unknown,1,KMT2A,Test,15.6896982213291,-1,1,Pass,0.0222468576534276,81.6243431197328,999,1,ok
S18-A67,mock_high,Unknown,1,DAAM1,Test,28.624317094866,-1,0,Fail,0.0222468576534276,68.7109428780556,999,1,miss
S18-A78,mock_high,Unknown,1,CTNNB,Test,14.0000965702026,-1,1,Pass,0.0222468576534276,83.0312927310065,999,1,ok
S18-A77,mock_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A76,mock_high,Unknown,1,PPIA,Test,7.06828447941626,-1,1,Pass,0.0222468576534276,84.1275503942076,999,1,ok
S18-A75,mock_high,Unknown,1,RELA,Test,11.9202987551072,-1,1,Pass,0.0222468576534276,85.4280576973415,999,1,ok
S18-A74,mock_high,Unknown,1,SMYD3,Test,14.18974031737,-1,1,Pass,0.0222468576534276,81.8188697658496,999,1,ok
S18-A73,mock_high,Unknown,1,UGCG,Test,14.8569329076605,-1,1,Pass,0.0222468576534276,82.2864865389092,999,1,ok
S18-A84,mock_high,Unknown,1,CTNNB,Test,13.9851992171221,-1,1,Pass,0.0222468576534276,83.0485565218329,999,1,ok
S18-A83,mock_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A82,mock_high,Unknown,1,PPIA,Test,7.18939376771648,-1,1,Pass,0.0222468576534276,84.1642581926217,999,1,ok
S18-A81,mock_high,Unknown,1,RELA,Test,12.0522349567321,-1,1,Pass,0.0222468576534276,85.5928632315214,999,1,ok
S18-A80,mock_high,Unknown,1,SMYD3,Test,14.2537185118007,-1,1,Pass,0.0222468576534276,81.8686532433246,999,1,ok
S18-A79,mock_high,Unknown,1,UGCG,Test,15.003408562358,-1,1,Pass,0.0222468576534276,82.3382669708273,999,1,ok
S18-A90,mock_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A89,mock_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A88,mock_high,Unknown,1,B2M,Test,8.13241348269848,-1,1,Pass,0.0222468576534276,85.5782681786109,999,1,ok
S18-A87,mock_high,Unknown,1,MAP3K14,Test,15.7115816486286,-1,1,Pass,0.0222468576534276,84.1067646539188,999,1,ok
S18-A86,mock_high,Unknown,1,SLCO3A1,Test,16.109386837428,-1,1,Pass,0.0222468576534276,83.9278700448889,999,1,ok
S18-A85,mock_high,Unknown,1,SP1,Test,13.3474980792409,-1,1,Pass,0.0222468576534276,86.804489253174,999,1,ok
S18-A96,mock_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A95,mock_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S18-A94,mock_high,Unknown,1,B2M,Test,8.12269350627469,-1,1,Pass,0.0222468576534276,85.8133402364927,999,1,ok
S18-A93,mock_high,Unknown,1,MAP3K14,Test,16.112022109394,-1,1,Pass,0.0222468576534276,84.3452190865523,999,1,ok
S18-A92,mock_high,Unknown,1,SLCO3A1,Test,16.1130303805817,-1,1,Pass,0.0222468576534276,84.2528746021113,999,1,ok
S18-A91,mock_high,Unknown,1,SP1,Test,13.4827674612507,-1,1,Pass,0.0222468576534276,87.1277680301521,999,1,ok
S83-A01,48h_low,Unknown,1,ACTB,Test,17.0949296083034,-1,0.92997012007407,Pass,0.0222468576534276,90.5103679449486,999,1,ok
S83-A02,48h_low,Unknown,1,SP3,Test,15.6018297698063,-1,1,Pass,0.0222468576534276,81.7027085271893,999,1,ok
S83-A03,48h_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A04,48h_low,Unknown,1,RSU1,Test,17.2250476497248,-1,1,Pass,0.0222468576534276,83.0174537120661,999,1,ok
S83-A05,48h_low,Unknown,1,IL8,Test,14.6443128825487,-1,1,Pass,0.0222468576534276,82.8279902444072,999,1,ok
S83-A06,48h_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A07,48h_low,Unknown,1,ACTB,Test,16.9310912914231,-1,0.998772424302296,Pass,0.0222468576534276,89.8233079140688,999,1,ok
S83-A08,48h_low,Unknown,1,SP3,Test,15.4784442516198,-1,1,Pass,0.0222468576534276,81.2253230606333,999,1,ok
S83-A09,48h_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A10,48h_low,Unknown,1,RSU1,Test,17.1446039083707,-1,1,Pass,0.0222468576534276,82.7332794082484,999,1,ok
S83-A11,48h_low,Unknown,1,IL8,Test,14.3364966201637,-1,1,Pass,0.0222468576534276,82.4624822508107,999,1,ok
S83-A12,48h_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A13,48h_low,Unknown,1,ABCC4,Test,13.6165984754344,-1,1,Pass,0.0222468576534276,80.7752176521246,999,1,ok
S83-A14,48h_low,Unknown,1,YBX1,Test,8.75741832687412,-1,1,Pass,0.0222468576534276,82.1771618505657,999,1,ok
S83-A15,48h_low,Unknown,1,PRKCB,Test,17.9279965020288,-1,1,Pass,0.0222468576534276,86.4031072579223,999,1,ok
S83-A16,48h_low,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A17,48h_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A18,48h_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A19,48h_low,Unknown,1,ABCC4,Test,13.657768971749,-1,1,Pass,0.0222468576534276,80.6814460098916,999,1,ok
S83-A20,48h_low,Unknown,1,YBX1,Test,8.74579174843685,-1,1,Pass,0.0222468576534276,82.0662097823499,999,1,ok
S83-A21,48h_low,Unknown,1,PRKCB,Test,18.1338473462272,-1,1,Pass,0.0222468576534276,86.2188296815832,999,1,ok
S83-A22,48h_low,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A23,48h_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A24,48h_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A25,48h_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A26,48h_low,Unknown,1,NFYA,Test,16.251072968358,-1,1,Pass,0.0222468576534276,85.3759253429242,999,1,ok
S83-A27,48h_low,Unknown,1,CSK,Test,14.0176004538788,-1,1,Pass,0.0222468576534276,85.8404189503666,999,1,ok
S83-A28,48h_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A29,48h_low,Unknown,1,GAPDH,Test,9.90096497563816,-1,1,Pass,0.0222468576534276,87.3613839634775,999,1,ok
S83-A30,48h_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A31,48h_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A32,48h_low,Unknown,1,NFYA,Test,16.4095165330172,-1,1,Pass,0.0222468576534276,85.325450577333,999,1,ok
S83-A33,48h_low,Unknown,1,CSK,Test,14.0273831653935,-1,1,Pass,0.0222468576534276,85.7681425055306,999,1,ok
S83-A34,48h_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A35,48h_low,Unknown,1,GAPDH,Test,9.87656226535048,-1,1,Pass,0.0222468576534276,87.3076415805578,999,1,ok
S83-A36,48h_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A37,48h_low,Unknown,1,WNK1,Test,16.2865333212911,-1,1,Pass,0.0222468576534276,83.7176549178646,999,1,ok
S83-A38,48h_low,Unknown,1,IL18,Test,16.4755167329616,-1,1,Pass,0.0222468576534276,80.9545092016459,999,1,ok
S83-A39,48h_low,Unknown,1,GCLC,Test,17.8304021249119,-1,1,Pass,0.0222468576534276,83.3041252623969,999,1,ok
S83-A40,48h_low,Unknown,1,MAPK1,Test,14.6317816128966,-1,1,Pass,0.0222468576534276,85.1275056191027,999,1,ok
S83-A41,48h_low,Unknown,1,MYC,Test,10.0728138282117,-1,1,Pass,0.0222468576534276,79.8539808848772,999,1,ok
S83-A42,48h_low,Unknown,1,OCT4,Test,20.9093659950686,-1,0.769494221458062,Pass,0.0222468576534276,92.1850696137799,999,1,miss
S83-A43,48h_low,Unknown,1,WNK1,Test,16.3430254155035,-1,1,Pass,0.0222468576534276,83.7306018749727,999,1,ok
S83-A44,48h_low,Unknown,1,IL18,Test,16.1800298592965,-1,1,Pass,0.0222468576534276,80.9189513507896,999,1,ok
S83-A45,48h_low,Unknown,1,GCLC,Test,18.2950675751445,-1,1,Pass,0.0222468576534276,83.2125591329278,999,1,ok
S83-A46,48h_low,Unknown,1,MAPK1,Test,14.4853604392076,-1,1,Pass,0.0222468576534276,85.1167195955107,999,1,ok
S83-A47,48h_low,Unknown,1,MYC,Test,10.0423856700587,-1,1,Pass,0.0222468576534276,79.8403353449859,999,1,ok
S83-A48,48h_low,Unknown,1,OCT4,Test,19.7589743776059,-1,0.741258749441321,Pass,0.0222468576534276,92.1309328765778,999,1,miss
S83-A54,48h_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S83-A53,48h_low,Unknown,1,MPO,Test,10.1897438669217,-1,1,Pass,0.0222468576534276,87.9242767424234,999,1,ok
S83-A52,48h_low,Unknown,1,EZH1,Test,17.2863544953899,-1,1,Pass,0.0222468576534276,82.4324605137689,999,1,ok
S83-A51,48h_low,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A50,48h_low,Unknown,1,BRD4,Test,14.6819741294243,-1,1,Pass,0.0222468576534276,84.7249454530225,999,1,ok
S83-A49,48h_low,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A60,48h_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,miss
S83-A59,48h_low,Unknown,1,MPO,Test,10.1792414765551,-1,1,Pass,0.0222468576534276,87.9174581307312,999,1,ok
S83-A58,48h_low,Unknown,1,EZH1,Test,17.4455010913082,-1,1,Pass,0.0222468576534276,82.3860641857695,999,1,ok
S83-A57,48h_low,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A56,48h_low,Unknown,1,BRD4,Test,14.6998548156865,-1,1,Pass,0.0222468576534276,84.7541246052201,999,1,ok
S83-A55,48h_low,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A66,48h_low,Unknown,1,MT2A,Test,14.7066749827208,-1,1,Pass,0.0222468576534276,89.2263135691327,999,1,ok
S83-A65,48h_low,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A64,48h_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A63,48h_low,Unknown,1,KRAS,Test,16.5409446511548,-1,1,Pass,0.0222468576534276,75.2080596488047,999,1,ok
S83-A62,48h_low,Unknown,1,KMT2A,Test,18.1735040146153,-1,1,Pass,0.0222468576534276,81.5920819926286,999,1,ok
S83-A61,48h_low,Unknown,1,DAAM1,Test,26.9957420913591,-1,0.499460104708553,Fail,0.0222468576534276,68.7258701698086,999,1,miss
S83-A72,48h_low,Unknown,1,MT2A,Test,14.7825300057391,-1,1,Pass,0.0222468576534276,89.2131135966189,999,1,ok
S83-A71,48h_low,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A70,48h_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A69,48h_low,Unknown,1,KRAS,Test,16.3100593154475,-1,1,Pass,0.0222468576534276,75.2156856444119,999,1,ok
S83-A68,48h_low,Unknown,1,KMT2A,Test,18.7388191742911,-1,1,Pass,0.0222468576534276,81.6180642808723,999,1,ok
S83-A67,48h_low,Unknown,1,DAAM1,Test,26.7719626699263,-1,0.427845959894627,Fail,0.0222468576534276,68.7375162125723,999,1,miss
S83-A78,48h_low,Unknown,1,CTNNB,Test,16.1625447793752,-1,1,Pass,0.0222468576534276,83.2849713513325,999,1,ok
S83-A77,48h_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A76,48h_low,Unknown,1,PPIA,Test,10.54949169761,-1,1,Pass,0.0222468576534276,84.1124365821106,999,1,ok
S83-A75,48h_low,Unknown,1,RELA,Test,16.2247774270593,-1,1,Pass,0.0222468576534276,85.4504580790598,999,1,ok
S83-A74,48h_low,Unknown,1,SMYD3,Test,18.6840320728643,-1,1,Pass,0.0222468576534276,81.9295517964848,999,1,ok
S83-A73,48h_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A84,48h_low,Unknown,1,CTNNB,Test,16.1007875891135,-1,1,Pass,0.0222468576534276,83.3785813881485,999,1,ok
S83-A83,48h_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A82,48h_low,Unknown,1,PPIA,Test,10.5516196990717,-1,1,Pass,0.0222468576534276,84.1420593128142,999,1,ok
S83-A81,48h_low,Unknown,1,RELA,Test,16.3801412342299,-1,1,Pass,0.0222468576534276,85.5785601148816,999,1,ok
S83-A80,48h_low,Unknown,1,SMYD3,Test,19.0541036787024,-1,1,Pass,0.0222468576534276,81.9495051582606,999,1,ok
S83-A79,48h_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A90,48h_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A89,48h_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A88,48h_low,Unknown,1,B2M,Test,11.3275198578736,-1,1,Pass,0.0222468576534276,85.6146166922487,999,1,ok
S83-A87,48h_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A86,48h_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A85,48h_low,Unknown,1,SP1,Test,16.649697106062,-1,1,Pass,0.0222468576534276,86.7507799907379,999,1,double
S83-A96,48h_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A95,48h_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A94,48h_low,Unknown,1,B2M,Test,11.3320411746821,-1,1,Pass,0.0222468576534276,85.8504583826179,999,1,ok
S83-A93,48h_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A92,48h_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0222468576534276,999,999,0,no peak
S83-A91,48h_low,Unknown,1,SP1,Test,16.3659062583838,-1,1,Pass,0.0222468576534276,87.1430403027114,999,1,double
