Chip Run Info,D:\Edoardo\1361334033 10 nM vinc untreated 48h\ChipRun.bml,1361334033,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/5/2016 9:08:11 AM,00:50:59,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S60-A40,untreated_low,Unknown,1,MAPK1,Test,13.9932715647321,1,Pass,0.0233967033971152,85.1359717311377,999,1,
S60-A41,untreated_low,Unknown,1,MYC,Test,11.3337248167626,1,Pass,0.0233967033971152,79.9496806306871,999,1,
S60-A42,untreated_low,Unknown,1,OCT4,Test,22.4392549126981,0.684535851203273,Pass,0.0233967033971152,92.3100836544585,999,1,
S60-A43,untreated_low,Unknown,1,WNK1,Test,14.8790971581428,1,Pass,0.0233967033971152,83.6014906597709,999,1,
S60-A44,untreated_low,Unknown,1,IL18,Test,14.8893723611615,1,Pass,0.0233967033971152,80.8105604192016,999,1,
S60-A45,untreated_low,Unknown,1,GCLC,Test,15.3155416861538,1,Pass,0.0233967033971152,83.2101046614736,999,1,
S60-A46,untreated_low,Unknown,1,MAPK1,Test,13.8711831769062,1,Pass,0.0233967033971152,85.1245831089498,999,1,
S60-A47,untreated_low,Unknown,1,MYC,Test,11.3332522859409,1,Pass,0.0233967033971152,79.9479543820234,999,1,
S60-A48,untreated_low,Unknown,1,OCT4,Test,22.5661154610351,0.688649159227354,Pass,0.0233967033971152,92.1374797689335,999,1,
S60-A54,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A53,untreated_low,Unknown,1,MPO,Test,6.50462896265933,1,Pass,0.0233967033971152,88.1434395072157,999,1,
S60-A52,untreated_low,Unknown,1,EZH1,Test,15.1226321199993,1,Pass,0.0233967033971152,82.3606235654777,999,1,
S60-A51,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A50,untreated_low,Unknown,1,BRD4,Test,12.0491756118659,1,Pass,0.0233967033971152,84.8770641329685,999,1,
S60-A49,untreated_low,Unknown,1,DVL2,Test,14.6612464672321,1,Pass,0.0233967033971152,86.7372207206591,999,1,
S60-A60,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A59,untreated_low,Unknown,1,MPO,Test,6.62178784244166,1,Pass,0.0233967033971152,88.1158524155598,999,1,
S60-A58,untreated_low,Unknown,1,EZH1,Test,15.187128671416,1,Pass,0.0233967033971152,82.2941014817608,999,1,
S60-A57,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A56,untreated_low,Unknown,1,BRD4,Test,12.1933057635482,1,Pass,0.0233967033971152,84.8609898177612,999,1,
S60-A55,untreated_low,Unknown,1,DVL2,Test,14.8074429525393,1,Pass,0.0233967033971152,86.7040952150015,999,1,
S60-A66,untreated_low,Unknown,1,MT2A,Test,13.4678400102149,1,Pass,0.0233967033971152,89.3082573044399,999,1,
S60-A65,untreated_low,Unknown,1,NOTCH1,Test,19.1630224619459,1,Pass,0.0233967033971152,89.690032256727,999,1,
S60-A64,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A63,untreated_low,Unknown,1,KRAS,Test,14.702511305806,1,Pass,0.0233967033971152,75.0689442207081,999,1,
S60-A62,untreated_low,Unknown,1,KMT2A,Test,17.6418894621043,1,Pass,0.0233967033971152,81.3539064062677,999,1,
S60-A61,untreated_low,Unknown,1,DAAM1,Test,999,0,Fail,0.0233967033971152,68.3735977874134,999,1,
S60-A72,untreated_low,Unknown,1,MT2A,Test,13.5027899217349,1,Pass,0.0233967033971152,89.3525155341143,999,1,
S60-A71,untreated_low,Unknown,1,NOTCH1,Test,19.7402936878598,1,Pass,0.0233967033971152,89.6784538989372,999,1,
S60-A70,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A69,untreated_low,Unknown,1,KRAS,Test,14.7641852922579,1,Pass,0.0233967033971152,75.0352412335403,999,1,
S60-A68,untreated_low,Unknown,1,KMT2A,Test,18.166890136873,1,Pass,0.0233967033971152,81.3053508215845,999,1,
S60-A67,untreated_low,Unknown,1,DAAM1,Test,999,0,Fail,0.0233967033971152,68.3777635058321,999,1,
S60-A78,untreated_low,Unknown,1,CTNNB,Test,14.2090931743034,1,Pass,0.0233967033971152,83.1017236447638,999,1,
S60-A77,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A76,untreated_low,Unknown,1,PPIA,Test,9.38227624276134,1,Pass,0.0233967033971152,83.9524129073899,999,1,
S60-A75,untreated_low,Unknown,1,RELA,Test,14.4567557352704,1,Pass,0.0233967033971152,85.2246787743097,999,1,
S60-A74,untreated_low,Unknown,1,SMYD3,Test,16.1002273880472,1,Pass,0.0233967033971152,81.7229639176737,999,1,
S60-A73,untreated_low,Unknown,1,UGCG,Test,15.9789467010647,1,Pass,0.0233967033971152,82.0862372256847,999,1,
S60-A84,untreated_low,Unknown,1,CTNNB,Test,14.390339144546,1,Pass,0.0233967033971152,83.123982348757,999,1,
S60-A83,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A82,untreated_low,Unknown,1,PPIA,Test,9.45577321523424,1,Pass,0.0233967033971152,84.0012009521835,999,1,
S60-A81,untreated_low,Unknown,1,RELA,Test,14.5271057368549,1,Pass,0.0233967033971152,85.2774179100002,999,1,
S60-A80,untreated_low,Unknown,1,SMYD3,Test,16.1125502069626,1,Pass,0.0233967033971152,81.7833901178582,999,1,
S60-A79,untreated_low,Unknown,1,UGCG,Test,16.0416178539078,1,Pass,0.0233967033971152,82.1791356245793,999,1,
S60-A90,untreated_low,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A89,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A88,untreated_low,Unknown,1,B2M,Test,10.12615951434,1,Pass,0.0233967033971152,85.4354868986217,999,1,
S60-A87,untreated_low,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A86,untreated_low,Unknown,1,SLCO3A1,Test,15.6311864780326,1,Pass,0.0233967033971152,83.85919563031,999,1,
S60-A85,untreated_low,Unknown,1,SP1,Test,15.6188266598018,1,Pass,0.0233967033971152,86.590506347383,999,1,
S60-A96,untreated_low,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A95,untreated_low,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A94,untreated_low,Unknown,1,B2M,Test,10.0030759605079,1,Pass,0.0233967033971152,85.7879783207447,999,1,
S60-A93,untreated_low,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S60-A92,untreated_low,Unknown,1,SLCO3A1,Test,15.6828778944667,1,Pass,0.0233967033971152,84.1485092653405,999,1,
S60-A91,untreated_low,Unknown,1,SP1,Test,15.6161263322024,1,Pass,0.0233967033971152,86.9780629092493,999,1,
S42-A01,untreated_high,Unknown,1,ACTB,Test,11.6841143822747,0.933512640721389,Pass,0.0233967033971152,90.8181560552237,999,1,
S42-A02,untreated_high,Unknown,1,SP3,Test,13.5318153409264,1,Pass,0.0233967033971152,81.6330176108746,999,1,
S42-A03,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A04,untreated_high,Unknown,1,RSU1,Test,13.274185832805,1,Pass,0.0233967033971152,83.0069743798413,999,1,
S42-A05,untreated_high,Unknown,1,IL8,Test,13.2851359679922,1,Pass,0.0233967033971152,82.7917438865643,999,1,
S42-A06,untreated_high,Unknown,1,FZD7,Test,18.2718190698185,1,Pass,0.0233967033971152,81.0013868118021,999,1,
S42-A07,untreated_high,Unknown,1,ACTB,Test,11.6536142101161,0.960975049644293,Pass,0.0233967033971152,90.2360334729855,999,1,
S42-A08,untreated_high,Unknown,1,SP3,Test,13.4437415529903,1,Pass,0.0233967033971152,81.1680095823033,999,1,
S42-A09,untreated_high,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A10,untreated_high,Unknown,1,RSU1,Test,13.2214695618024,1,Pass,0.0233967033971152,82.7799199510104,999,1,
S42-A11,untreated_high,Unknown,1,IL8,Test,13.3554945803331,1,Pass,0.0233967033971152,82.5962637727769,999,1,
S42-A12,untreated_high,Unknown,1,FZD7,Test,18.8150465884396,1,Pass,0.0233967033971152,80.7948807083788,999,1,
S42-A13,untreated_high,Unknown,1,ABCC4,Test,16.234088272974,1,Pass,0.0233967033971152,80.7470539093257,999,1,
S42-A14,untreated_high,Unknown,1,YBX1,Test,7.09644781654342,1,Pass,0.0233967033971152,82.1695700425185,999,1,
S42-A15,untreated_high,Unknown,1,PRKCB,Test,14.5053750319597,1,Pass,0.0233967033971152,86.8462580754444,999,1,
S42-A16,untreated_high,Unknown,1,DDIT4,Test,16.0095452134987,1,Pass,0.0233967033971152,87.9002551363961,999,1,
S42-A17,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A18,untreated_high,Unknown,1,LRP5,Test,17.574043131517,1,Pass,0.0233967033971152,84.1601904218858,999,1,
S42-A19,untreated_high,Unknown,1,ABCC4,Test,16.0505116311439,1,Pass,0.0233967033971152,80.6737391224231,999,1,
S42-A20,untreated_high,Unknown,1,YBX1,Test,7.08772633774411,1,Pass,0.0233967033971152,82.0727811467991,999,1,
S42-A21,untreated_high,Unknown,1,PRKCB,Test,14.5113506351204,1,Pass,0.0233967033971152,86.7826590647556,999,1,
S42-A22,untreated_high,Unknown,1,DDIT4,Test,15.7195958661238,1,Pass,0.0233967033971152,87.7913486894901,999,1,
S42-A23,untreated_high,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A24,untreated_high,Unknown,1,LRP5,Test,17.3795643912214,1,Pass,0.0233967033971152,84.0299645357608,999,1,
S42-A25,untreated_high,Unknown,1,ABCC5,Test,16.2158816921259,1,Pass,0.0233967033971152,84.2542235177851,999,1,
S42-A26,untreated_high,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A27,untreated_high,Unknown,1,CSK,Test,12.5779089427996,1,Pass,0.0233967033971152,85.8800708778157,999,1,
S42-A28,untreated_high,Unknown,1,SCML2,Test,18.8567910454112,1,Pass,0.0233967033971152,81.720223243044,999,1,
S42-A29,untreated_high,Unknown,1,GAPDH,Test,7.68985235921261,1,Pass,0.0233967033971152,87.6217066653405,999,1,
S42-A30,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A31,untreated_high,Unknown,1,ABCC5,Test,15.954256473162,1,Pass,0.0233967033971152,84.1977821907498,999,1,
S42-A32,untreated_high,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A33,untreated_high,Unknown,1,CSK,Test,12.5564723550209,1,Pass,0.0233967033971152,85.8399793438643,999,1,
S42-A34,untreated_high,Unknown,1,SCML2,Test,18.4397715808143,1,Pass,0.0233967033971152,81.8146931622557,999,1,
S42-A35,untreated_high,Unknown,1,GAPDH,Test,7.69945181196872,1,Pass,0.0233967033971152,87.5982803783183,999,1,
S42-A36,untreated_high,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A37,untreated_high,Unknown,1,WNK1,Test,14.4356998109006,1,Pass,0.0233967033971152,83.7489209341314,999,1,
S42-A38,untreated_high,Unknown,1,IL18,Test,15.7439433487625,1,Pass,0.0233967033971152,80.965216440644,999,1,
S42-A39,untreated_high,Unknown,1,GCLC,Test,16.8975921791821,1,Pass,0.0233967033971152,83.3870389068653,999,1,
S42-A40,untreated_high,Unknown,1,MAPK1,Test,12.4998309863325,1,Pass,0.0233967033971152,85.2153869220295,999,1,
S42-A41,untreated_high,Unknown,1,MYC,Test,8.79318008238205,1,Pass,0.0233967033971152,80.0299970143236,999,1,
S42-A42,untreated_high,Unknown,1,OCT4,Test,24.6301156498123,0,Fail,0.0233967033971152,999,999,0,
S42-A43,untreated_high,Unknown,1,WNK1,Test,14.493666956303,1,Pass,0.0233967033971152,83.7527332568709,999,1,
S42-A44,untreated_high,Unknown,1,IL18,Test,15.7738047834602,1,Pass,0.0233967033971152,80.9872808156021,999,1,
S42-A45,untreated_high,Unknown,1,GCLC,Test,16.7133763860911,1,Pass,0.0233967033971152,83.3885802149979,999,1,
S42-A46,untreated_high,Unknown,1,MAPK1,Test,12.4475942995318,1,Pass,0.0233967033971152,85.2296967238616,999,1,
S42-A47,untreated_high,Unknown,1,MYC,Test,8.5769425322873,1,Pass,0.0233967033971152,80.043213142153,999,1,
S42-A48,untreated_high,Unknown,1,OCT4,Test,25.1243236699077,0,Fail,0.0233967033971152,999,999,0,
S42-A54,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A53,untreated_high,Unknown,1,MPO,Test,7.293513515578,1,Pass,0.0233967033971152,88.2450802089282,999,1,
S42-A52,untreated_high,Unknown,1,EZH1,Test,18.0775521105159,1,Pass,0.0233967033971152,82.5987312644523,999,1,
S42-A51,untreated_high,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A50,untreated_high,Unknown,1,BRD4,Test,11.8725736367423,1,Pass,0.0233967033971152,85.0097093813707,999,1,
S42-A49,untreated_high,Unknown,1,DVL2,Test,15.1129959031482,1,Pass,0.0233967033971152,86.8447808598991,999,1,
S42-A60,untreated_high,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A59,untreated_high,Unknown,1,MPO,Test,7.38629528827644,1,Pass,0.0233967033971152,88.2138881412913,999,1,
S42-A58,untreated_high,Unknown,1,EZH1,Test,17.9662525420284,1,Pass,0.0233967033971152,82.4439359357251,999,1,
S42-A57,untreated_high,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A56,untreated_high,Unknown,1,BRD4,Test,11.9824789378112,1,Pass,0.0233967033971152,84.9781693174049,999,1,
S42-A55,untreated_high,Unknown,1,DVL2,Test,15.2209860373077,1,Pass,0.0233967033971152,86.8353691090888,999,1,
S42-A66,untreated_high,Unknown,1,MT2A,Test,11.0526004642326,1,Pass,0.0233967033971152,89.7118567157722,999,1,
S42-A65,untreated_high,Unknown,1,NOTCH1,Test,21.1264143575295,1,Pass,0.0233967033971152,89.8621300818919,999,1,
S42-A64,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A63,untreated_high,Unknown,1,KRAS,Test,13.81043604886,1,Pass,0.0233967033971152,75.3787057151151,999,1,
S42-A62,untreated_high,Unknown,1,KMT2A,Test,18.0647163314867,1,Pass,0.0233967033971152,81.581861375939,999,1,
S42-A61,untreated_high,Unknown,1,DAAM1,Test,22.6842835253909,1,Pass,0.0233967033971152,78.8273986610691,999,1,
S42-A72,untreated_high,Unknown,1,MT2A,Test,11.2250819510511,1,Pass,0.0233967033971152,89.6748287286958,999,1,
S42-A71,untreated_high,Unknown,1,NOTCH1,Test,21.0126336228351,1,Pass,0.0233967033971152,89.8637469657495,999,1,
S42-A70,untreated_high,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A69,untreated_high,Unknown,1,KRAS,Test,13.9768069580062,1,Pass,0.0233967033971152,75.3506013488347,999,1,
S42-A68,untreated_high,Unknown,1,KMT2A,Test,17.4703570195489,1,Pass,0.0233967033971152,81.401630948107,999,1,
S42-A67,untreated_high,Unknown,1,DAAM1,Test,20.3167891150325,1,Pass,0.0233967033971152,79.2471234989335,999,1,
S42-A78,untreated_high,Unknown,1,CTNNB,Test,15.5156888312004,1,Pass,0.0233967033971152,83.2961012870541,999,1,
S42-A77,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A76,untreated_high,Unknown,1,PPIA,Test,8.64851028330548,1,Pass,0.0233967033971152,84.1012890138257,999,1,
S42-A75,untreated_high,Unknown,1,RELA,Test,13.9805547496872,1,Pass,0.0233967033971152,85.448207331054,999,1,
S42-A74,untreated_high,Unknown,1,SMYD3,Test,14.7746300992246,1,Pass,0.0233967033971152,81.8520550469874,999,1,
S42-A73,untreated_high,Unknown,1,UGCG,Test,16.0132681086608,1,Pass,0.0233967033971152,82.1912577514926,999,1,
S42-A84,untreated_high,Unknown,1,CTNNB,Test,15.586173318307,1,Pass,0.0233967033971152,83.3180649732679,999,1,
S42-A83,untreated_high,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A82,untreated_high,Unknown,1,PPIA,Test,8.69902059424625,1,Pass,0.0233967033971152,84.1541446708104,999,1,
S42-A81,untreated_high,Unknown,1,RELA,Test,13.9110560481673,1,Pass,0.0233967033971152,85.617413642448,999,1,
S42-A80,untreated_high,Unknown,1,SMYD3,Test,14.7746615326528,1,Pass,0.0233967033971152,81.9136426121843,999,1,
S42-A79,untreated_high,Unknown,1,UGCG,Test,16.0163654673315,1,Pass,0.0233967033971152,82.3119568028042,999,1,
S42-A90,untreated_high,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A88,untreated_high,Unknown,1,B2M,Test,9.92024778483407,1,Pass,0.0233967033971152,85.6623973514457,999,1,
S42-A87,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A86,untreated_high,Unknown,1,SLCO3A1,Test,16.629431276294,1,Pass,0.0233967033971152,83.8708789252152,999,1,
S42-A85,untreated_high,Unknown,1,SP1,Test,13.9331055083536,1,Pass,0.0233967033971152,86.6522806654183,999,1,
S42-A96,untreated_high,Unknown,1,LRP6,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A94,untreated_high,Unknown,1,B2M,Test,10.0219145270816,1,Pass,0.0233967033971152,85.8864077018627,999,1,
S42-A93,untreated_high,Unknown,1,MAP3K14,Test,999,0,Fail,0.0233967033971152,999,999,0,
S42-A92,untreated_high,Unknown,1,SLCO3A1,Test,16.7512693025585,1,Pass,0.0233967033971152,84.2014301975699,999,1,
S42-A91,untreated_high,Unknown,1,SP1,Test,14.133243679179,1,Pass,0.0233967033971152,87.0516600798005,999,1,
S59-A01,untreated_low,Unknown,1,ACTB,Test,10.8166660995023,0.953496782934576,Pass,0.0233967033971152,90.7329906239666,999,1,
S59-A02,untreated_low,Unknown,1,SP3,Test,13.971283097122,1,Pass,0.0233967033971152,81.4485384384673,999,1,
S59-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A04,untreated_low,Unknown,1,RSU1,Test,12.9009188520611,1,Pass,0.0233967033971152,82.9296221154379,999,1,
S59-A05,untreated_low,Unknown,1,IL8,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A06,untreated_low,Unknown,1,FZD7,Test,24.6836534973529,1,Pass,0.0233967033971152,80.6660321784371,999,1,
S59-A07,untreated_low,Unknown,1,ACTB,Test,10.7733127299323,0.981651581493162,Pass,0.0233967033971152,90.1659311851661,999,1,
S59-A08,untreated_low,Unknown,1,SP3,Test,13.7946511826377,1,Pass,0.0233967033971152,81.1344039026329,999,1,
S59-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A10,untreated_low,Unknown,1,RSU1,Test,12.8232522196899,1,Pass,0.0233967033971152,82.7429394221506,999,1,
S59-A11,untreated_low,Unknown,1,IL8,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A12,untreated_low,Unknown,1,FZD7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A13,untreated_low,Unknown,1,ABCC4,Test,13.4303675041383,1,Pass,0.0233967033971152,80.7891730080313,999,1,
S59-A14,untreated_low,Unknown,1,YBX1,Test,6.66395491900541,1,Pass,0.0233967033971152,82.1395489093032,999,1,
S59-A15,untreated_low,Unknown,1,PRKCB,Test,13.5939060047331,1,Pass,0.0233967033971152,86.7815227043914,999,1,
S59-A16,untreated_low,Unknown,1,DDIT4,Test,16.6411204394748,1,Pass,0.0233967033971152,87.7916688071874,999,1,
S59-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A18,untreated_low,Unknown,1,LRP5,Test,16.9927548709067,1,Pass,0.0233967033971152,83.990801812218,999,1,
S59-A19,untreated_low,Unknown,1,ABCC4,Test,13.3753375623421,1,Pass,0.0233967033971152,80.6969152851531,999,1,
S59-A20,untreated_low,Unknown,1,YBX1,Test,6.58847259586734,1,Pass,0.0233967033971152,82.0547658999764,999,1,
S59-A21,untreated_low,Unknown,1,PRKCB,Test,13.6985386198399,1,Pass,0.0233967033971152,86.6729318594646,999,1,
S59-A22,untreated_low,Unknown,1,DDIT4,Test,16.659963342927,1,Pass,0.0233967033971152,87.6962933123907,999,1,
S59-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A24,untreated_low,Unknown,1,LRP5,Test,17.0239384335088,1,Pass,0.0233967033971152,83.9418913719583,999,1,
S59-A25,untreated_low,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A26,untreated_low,Unknown,1,NFYA,Test,18.3614175090731,1,Pass,0.0233967033971152,85.3344099312838,999,1,
S59-A27,untreated_low,Unknown,1,CSK,Test,12.4731154203824,1,Pass,0.0233967033971152,85.8374839054472,999,1,
S59-A28,untreated_low,Unknown,1,SCML2,Test,16.8976677163327,1,Pass,0.0233967033971152,81.7621512382134,999,1,
S59-A29,untreated_low,Unknown,1,GAPDH,Test,7.08236679055381,1,Pass,0.0233967033971152,87.6358497503602,999,1,
S59-A30,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A31,untreated_low,Unknown,1,ABCC5,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A32,untreated_low,Unknown,1,NFYA,Test,18.0305835705522,1,Pass,0.0233967033971152,85.365746530299,999,1,
S59-A33,untreated_low,Unknown,1,CSK,Test,12.574230574463,1,Pass,0.0233967033971152,85.8036365999138,999,1,
S59-A34,untreated_low,Unknown,1,SCML2,Test,17.2861599615459,1,Pass,0.0233967033971152,81.7460485961787,999,1,
S59-A35,untreated_low,Unknown,1,GAPDH,Test,7.21533069783223,1,Pass,0.0233967033971152,87.6140048178693,999,1,
S59-A36,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A37,untreated_low,Unknown,1,WNK1,Test,14.5978039138745,1,Pass,0.0233967033971152,83.7083183025896,999,1,
S59-A38,untreated_low,Unknown,1,IL18,Test,17.0349012156844,1,Pass,0.0233967033971152,80.9618058603672,999,1,
S59-A39,untreated_low,Unknown,1,GCLC,Test,15.9382354105791,1,Pass,0.0233967033971152,83.3114788479902,999,1,
S59-A40,untreated_low,Unknown,1,MAPK1,Test,12.5985447141614,1,Pass,0.0233967033971152,85.1946656362288,999,1,
S59-A41,untreated_low,Unknown,1,MYC,Test,10.9686162122226,1,Pass,0.0233967033971152,80.0123866278442,999,1,
S59-A42,untreated_low,Unknown,1,OCT4,Test,24.0301868215327,0,Fail,0.0233967033971152,999,999,0,
S59-A43,untreated_low,Unknown,1,WNK1,Test,14.4714098384475,1,Pass,0.0233967033971152,83.7613456677441,999,1,
S59-A44,untreated_low,Unknown,1,IL18,Test,17.3829682623634,1,Pass,0.0233967033971152,80.8829086874223,999,1,
S59-A45,untreated_low,Unknown,1,GCLC,Test,16.0161834567201,1,Pass,0.0233967033971152,83.3095765935798,999,1,
S59-A46,untreated_low,Unknown,1,MAPK1,Test,12.746537330794,1,Pass,0.0233967033971152,85.1738748816136,999,1,
S59-A47,untreated_low,Unknown,1,MYC,Test,10.9134120522315,1,Pass,0.0233967033971152,80.0134380515417,999,1,
S59-A48,untreated_low,Unknown,1,OCT4,Test,23.7005815417254,0,Fail,0.0233967033971152,999,999,0,
S59-A54,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S59-A53,untreated_low,Unknown,1,MPO,Test,8.05100553015228,1,Pass,0.0233967033971152,88.200173850697,999,1,
S59-A52,untreated_low,Unknown,1,EZH1,Test,999,0,Fail,0.0233967033971152,999,999,0,
