Chip Run Info,D:\Edoardo\1361334029 10 nM vinc treated 48h\ChipRun.bml,1361334029,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/4/2016 5:25:44 PM,00:51:52,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S88-A63,treated_low,Unknown,1,KRAS,Test,15.3612706722256,-1,1,Pass,0.0214762905126088,74.9344291277643,999,1,
S88-A62,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A61,treated_low,Unknown,1,DAAM1,Test,27.0643378310883,-1,0.285377809467806,Fail,0.0214762905126088,68.6549931945756,999,1,
S88-A72,treated_low,Unknown,1,MT2A,Test,16.6963912927314,-1,1,Pass,0.0214762905126088,87.2222919106349,999,1,
S88-A71,treated_low,Unknown,1,NOTCH1,Test,20.4595308456115,-1,1,Pass,0.0214762905126088,89.9480358674147,999,1,
S88-A70,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A69,treated_low,Unknown,1,KRAS,Test,15.4767191178888,-1,1,Pass,0.0214762905126088,74.9365996239654,999,1,
S88-A68,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A67,treated_low,Unknown,1,DAAM1,Test,23.4037938065176,-1,1,Pass,0.0214762905126088,78.09862740654,999,1,
S88-A78,treated_low,Unknown,1,CTNNB,Test,15.1772353575844,-1,1,Pass,0.0214762905126088,83.2434443698936,999,1,
S88-A77,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A76,treated_low,Unknown,1,PPIA,Test,13.1314321400317,-1,1,Pass,0.0214762905126088,84.0213111739364,999,1,
S88-A75,treated_low,Unknown,1,RELA,Test,17.016454797971,-1,1,Pass,0.0214762905126088,85.728146246047,999,1,
S88-A74,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A73,treated_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A84,treated_low,Unknown,1,CTNNB,Test,14.9929259124483,-1,1,Pass,0.0214762905126088,83.2851440074497,999,1,
S88-A83,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A82,treated_low,Unknown,1,PPIA,Test,13.1585823036568,-1,1,Pass,0.0214762905126088,84.0737326151935,999,1,
S88-A81,treated_low,Unknown,1,RELA,Test,16.9555273103453,-1,1,Pass,0.0214762905126088,85.7509036281584,999,1,
S88-A80,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A79,treated_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A90,treated_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A89,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A88,treated_low,Unknown,1,B2M,Test,11.6452987379967,-1,1,Pass,0.0214762905126088,85.7896847431652,999,1,
S88-A87,treated_low,Unknown,1,MAP3K14,Test,17.5970155359011,-1,1,Pass,0.0214762905126088,84.1844998758358,999,1,
S88-A86,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A85,treated_low,Unknown,1,SP1,Test,16.5657618874202,-1,1,Pass,0.0214762905126088,86.8063595288549,999,1,
S88-A96,treated_low,Unknown,1,LRP6,Test,22.3452604616731,-1,1,Pass,0.0214762905126088,87.0242665554054,999,1,
S88-A95,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A94,treated_low,Unknown,1,B2M,Test,11.6347457983558,-1,1,Pass,0.0214762905126088,86.0100509199002,999,1,
S88-A93,treated_low,Unknown,1,MAP3K14,Test,18.5220764236099,-1,1,Pass,0.0214762905126088,84.3670380802801,999,1,
S88-A92,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S88-A91,treated_low,Unknown,1,SP1,Test,16.8358516623699,-1,1,Pass,0.0214762905126088,87.1851880142459,999,1,
S10-A01,treated_high,Unknown,1,ACTB,Test,16.9226367880671,-1,0.968746046560677,Pass,0.0214762905126088,90.734269642689,999,1,
S10-A02,treated_high,Unknown,1,SP3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A03,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A04,treated_high,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A05,treated_high,Unknown,1,IL8,Test,15.0623716699923,-1,1,Pass,0.0214762905126088,80.117400869889,999,1,
S10-A06,treated_high,Unknown,1,FZD7,Test,16.4790573818076,-1,1,Pass,0.0214762905126088,81.0674892453191,999,1,
S10-A07,treated_high,Unknown,1,ACTB,Test,17.0189975194528,-1,0.920351419608792,Pass,0.0214762905126088,90.0456310901219,999,1,
S10-A08,treated_high,Unknown,1,SP3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A09,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A10,treated_high,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A11,treated_high,Unknown,1,IL8,Test,15.4125272321185,-1,1,Pass,0.0214762905126088,79.8574656133004,999,1,
S10-A12,treated_high,Unknown,1,FZD7,Test,16.3731296115934,-1,1,Pass,0.0214762905126088,80.840897319399,999,1,
S10-A13,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A14,treated_high,Unknown,1,YBX1,Test,13.0816701396065,-1,1,Pass,0.0214762905126088,82.0463878628788,999,1,
S10-A15,treated_high,Unknown,1,PRKCB,Test,17.4333891484675,-1,1,Pass,0.0214762905126088,86.815197225172,999,1,
S10-A16,treated_high,Unknown,1,DDIT4,Test,18.2879956100653,-1,1,Pass,0.0214762905126088,89.1471164162891,999,1,
S10-A17,treated_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A18,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A19,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A20,treated_high,Unknown,1,YBX1,Test,13.2856389218203,-1,1,Pass,0.0214762905126088,81.9460090245652,999,1,
S10-A21,treated_high,Unknown,1,PRKCB,Test,17.5375520278526,-1,1,Pass,0.0214762905126088,86.6785101379583,999,1,
S10-A22,treated_high,Unknown,1,DDIT4,Test,19.3141115011162,-1,1,Pass,0.0214762905126088,88.9900176564684,999,1,
S10-A23,treated_high,Unknown,1,ABCB1,Test,24.2082612211685,-1,1,Pass,0.0214762905126088,83.0205550474805,999,1,
S10-A24,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A25,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A26,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A27,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A28,treated_high,Unknown,1,SCML2,Test,25.4879808496314,-1,1,Pass,0.0214762905126088,75.9109446493757,999,1,
S10-A29,treated_high,Unknown,1,GAPDH,Test,14.1105704164781,-1,1,Pass,0.0214762905126088,86.1872001927826,999,1,
S10-A30,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A31,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A32,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A33,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A34,treated_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A35,treated_high,Unknown,1,GAPDH,Test,14.1165470935584,-1,1,Pass,0.0214762905126088,86.1223366181522,999,1,
S10-A36,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A37,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A38,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A39,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A40,treated_high,Unknown,1,MAPK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A41,treated_high,Unknown,1,MYC,Test,13.1670069152254,-1,1,Pass,0.0214762905126088,79.7921675792324,999,1,
S10-A42,treated_high,Unknown,1,OCT4,Test,23.1365754713953,-1,0.857905181855637,Pass,0.0214762905126088,79.1452100006614,999,1,
S10-A43,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A44,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A45,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A46,treated_high,Unknown,1,MAPK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A47,treated_high,Unknown,1,MYC,Test,13.267831984606,-1,1,Pass,0.0214762905126088,79.8199226533341,999,1,
S10-A48,treated_high,Unknown,1,OCT4,Test,22.05742450262,-1,0.862634210949941,Pass,0.0214762905126088,79.4854361713376,999,1,
S10-A54,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A53,treated_high,Unknown,1,MPO,Test,17.8753097026216,-1,1,Pass,0.0214762905126088,88.021356655129,999,1,
S10-A52,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A51,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A50,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A49,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A60,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A59,treated_high,Unknown,1,MPO,Test,17.5052490481423,-1,1,Pass,0.0214762905126088,88.081768333203,999,1,
S10-A58,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A57,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A56,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A55,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A66,treated_high,Unknown,1,MT2A,Test,16.9789578932796,-1,1,Pass,0.0214762905126088,87.4167170320424,999,1,
S10-A65,treated_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A64,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A63,treated_high,Unknown,1,KRAS,Test,14.8222020344752,-1,1,Pass,0.0214762905126088,74.4202713297632,999,1,
S10-A62,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A61,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.4194836582998,999,1,
S10-A72,treated_high,Unknown,1,MT2A,Test,16.6230526323102,-1,1,Pass,0.0214762905126088,87.3929652068964,999,1,
S10-A71,treated_high,Unknown,1,NOTCH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A70,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A69,treated_high,Unknown,1,KRAS,Test,14.7368237415193,-1,1,Pass,0.0214762905126088,74.5939884108529,999,1,
S10-A68,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A67,treated_high,Unknown,1,DAAM1,Test,27.9527329355768,-1,0.322758357524583,Fail,0.0214762905126088,68.5936641148347,999,1,
S10-A78,treated_high,Unknown,1,CTNNB,Test,15.4261559242737,-1,1,Pass,0.0214762905126088,81.6451073492668,999,1,
S10-A77,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A76,treated_high,Unknown,1,PPIA,Test,19.0885810593068,-1,1,Pass,0.0214762905126088,84.0258299712562,999,1,
S10-A75,treated_high,Unknown,1,RELA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A74,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A73,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A84,treated_high,Unknown,1,CTNNB,Test,15.4678618031538,-1,1,Pass,0.0214762905126088,81.6940235830832,999,1,
S10-A83,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A82,treated_high,Unknown,1,PPIA,Test,18.3019905374612,-1,1,Pass,0.0214762905126088,83.9681231021738,999,1,
S10-A81,treated_high,Unknown,1,RELA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A80,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A79,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A90,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A89,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A88,treated_high,Unknown,1,B2M,Test,15.8858074103172,-1,1,Pass,0.0214762905126088,85.6319605190007,999,1,
S10-A87,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A86,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A85,treated_high,Unknown,1,SP1,Test,16.428977728219,-1,1,Pass,0.0214762905126088,75.7877373045214,999,1,
S10-A96,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A95,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A94,treated_high,Unknown,1,B2M,Test,15.9783100162243,-1,1,Pass,0.0214762905126088,85.8220485373797,999,1,
S10-A93,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A92,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S10-A91,treated_high,Unknown,1,SP1,Test,16.6075888255796,-1,1,Pass,0.0214762905126088,76.120591483194,999,1,
S87-A01,treated_low,Unknown,1,ACTB,Test,14.9211077718014,-1,1,Pass,0.0214762905126088,90.7326766421074,999,1,
S87-A02,treated_low,Unknown,1,SP3,Test,15.4898989178964,-1,1,Pass,0.0214762905126088,81.6356707784019,999,1,
S87-A03,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A04,treated_low,Unknown,1,RSU1,Test,14.4180753814886,-1,1,Pass,0.0214762905126088,82.9712166450293,999,1,
S87-A05,treated_low,Unknown,1,IL8,Test,8.02099671115993,-1,1,Pass,0.0214762905126088,82.8760460019406,999,1,
S87-A06,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A07,treated_low,Unknown,1,ACTB,Test,14.9061587458711,-1,1,Pass,0.0214762905126088,90.1809974182607,999,1,
S87-A08,treated_low,Unknown,1,SP3,Test,15.6061049969542,-1,1,Pass,0.0214762905126088,81.1404401251873,999,1,
S87-A09,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A10,treated_low,Unknown,1,RSU1,Test,14.4674792706925,-1,1,Pass,0.0214762905126088,82.7331187014439,999,1,
S87-A11,treated_low,Unknown,1,IL8,Test,7.99475396948957,-1,1,Pass,0.0214762905126088,82.6494146495145,999,1,
S87-A12,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A13,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A14,treated_low,Unknown,1,YBX1,Test,10.2419183633212,-1,1,Pass,0.0214762905126088,82.0707412388162,999,1,
S87-A15,treated_low,Unknown,1,PRKCB,Test,16.7025220359244,-1,1,Pass,0.0214762905126088,86.396128341588,999,1,
S87-A16,treated_low,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A17,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A18,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A19,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A20,treated_low,Unknown,1,YBX1,Test,10.3092722232529,-1,1,Pass,0.0214762905126088,81.9699962107635,999,1,
S87-A21,treated_low,Unknown,1,PRKCB,Test,16.6463702007429,-1,1,Pass,0.0214762905126088,86.3687188689109,999,1,
S87-A22,treated_low,Unknown,1,DDIT4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A23,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A24,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A25,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A26,treated_low,Unknown,1,NFYA,Test,15.2594691570803,-1,1,Pass,0.0214762905126088,85.3783655803001,999,1,
S87-A27,treated_low,Unknown,1,CSK,Test,13.0317192542563,-1,1,Pass,0.0214762905126088,85.8338535588267,999,1,
S87-A28,treated_low,Unknown,1,SCML2,Test,24.2822182002229,-1,1,Pass,0.0214762905126088,76.3400892967251,999,1,
S87-A29,treated_low,Unknown,1,GAPDH,Test,10.1482532243776,-1,1,Pass,0.0214762905126088,87.4297243577202,999,1,
S87-A30,treated_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A31,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A32,treated_low,Unknown,1,NFYA,Test,15.4757517529965,-1,1,Pass,0.0214762905126088,85.3378133754844,999,1,
S87-A33,treated_low,Unknown,1,CSK,Test,13.0329893108596,-1,1,Pass,0.0214762905126088,85.8036382792711,999,1,
S87-A34,treated_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A35,treated_low,Unknown,1,GAPDH,Test,10.0318013009987,-1,1,Pass,0.0214762905126088,87.3915828090991,999,1,
S87-A36,treated_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A37,treated_low,Unknown,1,WNK1,Test,15.1453262483308,-1,1,Pass,0.0214762905126088,83.5639617343418,999,1,
S87-A38,treated_low,Unknown,1,IL18,Test,17.1544896505393,-1,1,Pass,0.0214762905126088,80.7893318806916,999,1,
S87-A39,treated_low,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A40,treated_low,Unknown,1,MAPK1,Test,14.4597196818148,-1,1,Pass,0.0214762905126088,85.1646318019707,999,1,
S87-A41,treated_low,Unknown,1,MYC,Test,15.4264470746039,-1,1,Pass,0.0214762905126088,79.7370413035116,999,1,
S87-A42,treated_low,Unknown,1,OCT4,Test,22.5512220713785,-1,0.581194664892291,Fail,0.0214762905126088,92.0796728517623,999,1,
S87-A43,treated_low,Unknown,1,WNK1,Test,15.1791734346565,-1,1,Pass,0.0214762905126088,83.4396721350892,999,1,
S87-A44,treated_low,Unknown,1,IL18,Test,16.6945727290931,-1,1,Pass,0.0214762905126088,80.9386646025019,999,1,
S87-A45,treated_low,Unknown,1,GCLC,Test,22.1965331275922,-1,1,Pass,0.0214762905126088,83.2689051897373,999,1,
S87-A46,treated_low,Unknown,1,MAPK1,Test,14.6518643545297,-1,1,Pass,0.0214762905126088,85.1624215409333,999,1,
S87-A47,treated_low,Unknown,1,MYC,Test,15.5651922059173,-1,1,Pass,0.0214762905126088,79.7353170854923,999,1,
S87-A48,treated_low,Unknown,1,OCT4,Test,20.9912759588258,-1,0.691917084288933,Pass,0.0214762905126088,92.1548763081631,999,1,
S87-A54,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A53,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A52,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A51,treated_low,Unknown,1,SLC7A7,Test,11.2762905947738,-1,1,Pass,0.0214762905126088,81.2708950969444,999,1,
S87-A50,treated_low,Unknown,1,BRD4,Test,13.6550476668651,-1,1,Pass,0.0214762905126088,84.9884637205655,999,1,
S87-A49,treated_low,Unknown,1,DVL2,Test,16.8776083457529,-1,1,Pass,0.0214762905126088,86.7528826986569,999,1,
S87-A60,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A59,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A58,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A57,treated_low,Unknown,1,SLC7A7,Test,11.2691533086201,-1,1,Pass,0.0214762905126088,81.2787629004628,999,1,
S87-A56,treated_low,Unknown,1,BRD4,Test,13.7133679915438,-1,1,Pass,0.0214762905126088,84.9633822704049,999,1,
S87-A55,treated_low,Unknown,1,DVL2,Test,16.6868366162208,-1,1,Pass,0.0214762905126088,86.8249774424256,999,1,
S87-A66,treated_low,Unknown,1,MT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A65,treated_low,Unknown,1,NOTCH1,Test,16.1632792829434,-1,1,Pass,0.0214762905126088,89.8180446500633,999,1,
S87-A64,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A63,treated_low,Unknown,1,KRAS,Test,15.0977036436542,-1,1,Pass,0.0214762905126088,74.9968845197443,999,1,
S87-A62,treated_low,Unknown,1,KMT2A,Test,15.9052263569697,-1,1,Pass,0.0214762905126088,81.6364659024071,999,1,
S87-A61,treated_low,Unknown,1,DAAM1,Test,27.6808162949609,-1,0.407086034857852,Fail,0.0214762905126088,68.4085569186968,999,1,
S87-A72,treated_low,Unknown,1,MT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A71,treated_low,Unknown,1,NOTCH1,Test,16.4569824344585,-1,1,Pass,0.0214762905126088,89.8006725778991,999,1,
S87-A70,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A69,treated_low,Unknown,1,KRAS,Test,15.0782603367564,-1,1,Pass,0.0214762905126088,75.0303190040414,999,1,
S87-A68,treated_low,Unknown,1,KMT2A,Test,15.7064982030703,-1,1,Pass,0.0214762905126088,81.6139793368018,999,1,
S87-A67,treated_low,Unknown,1,DAAM1,Test,27.1853965106349,-1,0.22137745256999,Fail,0.0214762905126088,68.6021226592088,999,1,
S87-A78,treated_low,Unknown,1,CTNNB,Test,14.4738957108331,-1,1,Pass,0.0214762905126088,83.1437977468293,999,1,
S87-A77,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A76,treated_low,Unknown,1,PPIA,Test,11.9407227959943,-1,1,Pass,0.0214762905126088,84.004680957568,999,1,
S87-A75,treated_low,Unknown,1,RELA,Test,16.7274190877433,-1,1,Pass,0.0214762905126088,85.479926647875,999,1,
S87-A74,treated_low,Unknown,1,SMYD3,Test,16.7961495812633,-1,1,Pass,0.0214762905126088,81.901312823565,999,1,
S87-A73,treated_low,Unknown,1,UGCG,Test,16.0139167480726,-1,1,Pass,0.0214762905126088,82.3092719143145,999,1,
S87-A84,treated_low,Unknown,1,CTNNB,Test,14.4136840470557,-1,1,Pass,0.0214762905126088,83.1633375203963,999,1,
S87-A83,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A82,treated_low,Unknown,1,PPIA,Test,11.9927886651731,-1,1,Pass,0.0214762905126088,84.0516725331269,999,1,
S87-A81,treated_low,Unknown,1,RELA,Test,16.8273289209599,-1,1,Pass,0.0214762905126088,85.671867509002,999,1,
S87-A80,treated_low,Unknown,1,SMYD3,Test,16.7014139444008,-1,1,Pass,0.0214762905126088,81.9909925699453,999,1,
S87-A79,treated_low,Unknown,1,UGCG,Test,15.8747220558521,-1,1,Pass,0.0214762905126088,82.372136221113,999,1,
S87-A90,treated_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A89,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A88,treated_low,Unknown,1,B2M,Test,10.6938256565395,-1,1,Pass,0.0214762905126088,85.7409929556194,999,1,
S87-A87,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A86,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A85,treated_low,Unknown,1,SP1,Test,14.5898775853144,-1,1,Pass,0.0214762905126088,86.7946527843186,999,1,
S87-A96,treated_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A95,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A94,treated_low,Unknown,1,B2M,Test,10.6701772413811,-1,1,Pass,0.0214762905126088,85.9675781937606,999,1,
S87-A93,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A92,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S87-A91,treated_low,Unknown,1,SP1,Test,14.6478362578864,-1,1,Pass,0.0214762905126088,87.1248225068321,999,1,
S09-A01,treated_high,Unknown,1,ACTB,Test,11.0153475706459,-1,0.911413512330234,Pass,0.0214762905126088,90.9065869376067,999,1,
S09-A02,treated_high,Unknown,1,SP3,Test,12.7793675102561,-1,1,Pass,0.0214762905126088,81.7711672496926,999,1,
