Chip Run Info,D:\Edoardo\1361334029 10 nM vinc treated 48h\ChipRun.bml,1361334029,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/4/2016 5:25:44 PM,00:51:52,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Calibrated rConc,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S71-A78,treated_low,Unknown,1,CTNNB,Test,15.159918944125,-1,1,Pass,0.0214762905126088,82.8196758667344,999,1,
S71-A77,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A76,treated_low,Unknown,1,PPIA,Test,13.1115454598301,-1,1,Pass,0.0214762905126088,83.9780868405756,999,1,
S71-A75,treated_low,Unknown,1,RELA,Test,17.1544178286896,-1,1,Pass,0.0214762905126088,85.2657515975234,999,1,
S71-A74,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A73,treated_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A84,treated_low,Unknown,1,CTNNB,Test,15.1165031410954,-1,1,Pass,0.0214762905126088,82.8892100753182,999,1,
S71-A83,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A82,treated_low,Unknown,1,PPIA,Test,13.0961659668472,-1,1,Pass,0.0214762905126088,83.9891192439095,999,1,
S71-A81,treated_low,Unknown,1,RELA,Test,17.3100324442551,-1,1,Pass,0.0214762905126088,85.4688420007353,999,1,
S71-A80,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A79,treated_low,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A90,treated_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A89,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A88,treated_low,Unknown,1,B2M,Test,11.2714414304866,-1,1,Pass,0.0214762905126088,85.6515368263539,999,1,
S71-A87,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A86,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A85,treated_low,Unknown,1,SP1,Test,15.7670654292274,-1,1,Pass,0.0214762905126088,86.799303142316,999,1,
S71-A96,treated_low,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A95,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A94,treated_low,Unknown,1,B2M,Test,11.2623768340709,-1,1,Pass,0.0214762905126088,85.8726687447221,999,1,
S71-A93,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A92,treated_low,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S71-A91,treated_low,Unknown,1,SP1,Test,15.8138213510605,-1,1,Pass,0.0214762905126088,87.0589540485406,999,1,
S29-A01,treated_high,Unknown,1,ACTB,Test,18.2421816483848,-1,0.908928615820822,Pass,0.0214762905126088,90.5777269846837,999,1,
S29-A02,treated_high,Unknown,1,SP3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A03,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A04,treated_high,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A05,treated_high,Unknown,1,IL8,Test,18.5129387739267,-1,1,Pass,0.0214762905126088,80.0909824718317,999,1,
S29-A06,treated_high,Unknown,1,FZD7,Test,16.4762490672154,-1,1,Pass,0.0214762905126088,81.0359972860563,999,1,
S29-A07,treated_high,Unknown,1,ACTB,Test,18.2463324139374,-1,0.905473961725286,Pass,0.0214762905126088,90.0957525282218,999,1,
S29-A08,treated_high,Unknown,1,SP3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A09,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A10,treated_high,Unknown,1,RSU1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A11,treated_high,Unknown,1,IL8,Test,19.1753285806046,-1,1,Pass,0.0214762905126088,79.9345284943051,999,1,
S29-A12,treated_high,Unknown,1,FZD7,Test,16.6938894507892,-1,1,Pass,0.0214762905126088,80.8729829236689,999,1,
S29-A13,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A14,treated_high,Unknown,1,YBX1,Test,12.9073376410788,-1,1,Pass,0.0214762905126088,82.0794382989252,999,1,
S29-A15,treated_high,Unknown,1,PRKCB,Test,999,-1,0,Fail,0.0214762905126088,69.2437080513319,999,1,
S29-A16,treated_high,Unknown,1,DDIT4,Test,17.7350020587106,-1,1,Pass,0.0214762905126088,89.2224070919706,999,1,
S29-A17,treated_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A18,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A19,treated_high,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A20,treated_high,Unknown,1,YBX1,Test,12.8031726268826,-1,1,Pass,0.0214762905126088,81.9972949016901,999,1,
S29-A21,treated_high,Unknown,1,PRKCB,Test,999,-1,0,Fail,0.0214762905126088,69.1217913218868,999,1,
S29-A22,treated_high,Unknown,1,DDIT4,Test,17.1176119043031,-1,1,Pass,0.0214762905126088,89.0687316152191,999,1,
S29-A23,treated_high,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A24,treated_high,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A25,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A26,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A27,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A28,treated_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A29,treated_high,Unknown,1,GAPDH,Test,12.560931288113,-1,1,Pass,0.0214762905126088,87.3199535960465,999,1,
S29-A30,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A31,treated_high,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A32,treated_high,Unknown,1,NFYA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A33,treated_high,Unknown,1,CSK,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A34,treated_high,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A35,treated_high,Unknown,1,GAPDH,Test,12.5728610882449,-1,1,Pass,0.0214762905126088,87.3056442022763,999,1,
S29-A36,treated_high,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A37,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A38,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A39,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A40,treated_high,Unknown,1,MAPK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A41,treated_high,Unknown,1,MYC,Test,12.7544898030089,-1,1,Pass,0.0214762905126088,79.845690143033,999,1,
S29-A42,treated_high,Unknown,1,OCT4,Test,28.5199872460725,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A43,treated_high,Unknown,1,WNK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A44,treated_high,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A45,treated_high,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A46,treated_high,Unknown,1,MAPK1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A47,treated_high,Unknown,1,MYC,Test,12.6582854729864,-1,1,Pass,0.0214762905126088,79.8408561152212,999,1,
S29-A48,treated_high,Unknown,1,OCT4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A54,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A53,treated_high,Unknown,1,MPO,Test,12.424756037048,-1,1,Pass,0.0214762905126088,88.1577225917522,999,1,
S29-A52,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A51,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A50,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A49,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A60,treated_high,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A59,treated_high,Unknown,1,MPO,Test,12.3984161652068,-1,1,Pass,0.0214762905126088,88.1321911091824,999,1,
S29-A58,treated_high,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A57,treated_high,Unknown,1,SLC7A7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A56,treated_high,Unknown,1,BRD4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A55,treated_high,Unknown,1,DVL2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A66,treated_high,Unknown,1,MT2A,Test,17.7851579559236,-1,1,Pass,0.0214762905126088,87.4240623791502,999,1,
S29-A65,treated_high,Unknown,1,NOTCH1,Test,18.2616818903952,-1,1,Pass,0.0214762905126088,89.86254758656,999,1,
S29-A64,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A63,treated_high,Unknown,1,KRAS,Test,17.1308601998347,-1,1,Pass,0.0214762905126088,74.6538699838655,999,1,
S29-A62,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A61,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.4184333417195,999,1,
S29-A72,treated_high,Unknown,1,MT2A,Test,19.0548779897681,-1,1,Pass,0.0214762905126088,87.5894180196368,999,1,
S29-A71,treated_high,Unknown,1,NOTCH1,Test,18.4304928932915,-1,1,Pass,0.0214762905126088,89.7847531079555,999,1,
S29-A70,treated_high,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A69,treated_high,Unknown,1,KRAS,Test,17.3697192653574,-1,1,Pass,0.0214762905126088,74.6305913613585,999,1,
S29-A68,treated_high,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A67,treated_high,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.3637390969469,999,1,
S29-A78,treated_high,Unknown,1,CTNNB,Test,16.8480107688055,-1,1,Pass,0.0214762905126088,81.7108242769111,999,1,
S29-A77,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A76,treated_high,Unknown,1,PPIA,Test,13.3354094428852,-1,1,Pass,0.0214762905126088,84.0280135043702,999,1,
S29-A75,treated_high,Unknown,1,RELA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A74,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A73,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A84,treated_high,Unknown,1,CTNNB,Test,17.3506994201915,-1,1,Pass,0.0214762905126088,81.7057437012332,999,1,
S29-A83,treated_high,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A82,treated_high,Unknown,1,PPIA,Test,13.3217427335219,-1,1,Pass,0.0214762905126088,84.0618964128732,999,1,
S29-A81,treated_high,Unknown,1,RELA,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A80,treated_high,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A79,treated_high,Unknown,1,UGCG,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A90,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A89,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A88,treated_high,Unknown,1,B2M,Test,14.4141600989299,-1,1,Pass,0.0214762905126088,85.6454234056515,999,1,
S29-A87,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A86,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A85,treated_high,Unknown,1,SP1,Test,16.7145544104843,-1,1,Pass,0.0214762905126088,75.6749136690108,999,1,
S29-A96,treated_high,Unknown,1,LRP6,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A95,treated_high,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A94,treated_high,Unknown,1,B2M,Test,14.5994400859658,-1,1,Pass,0.0214762905126088,85.8358276157816,999,1,
S29-A93,treated_high,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A92,treated_high,Unknown,1,SLCO3A1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S29-A91,treated_high,Unknown,1,SP1,Test,16.6911433833625,-1,1,Pass,0.0214762905126088,75.9769073559912,999,1,
S70-A01,treated_low,Unknown,1,ACTB,Test,15.5101696518314,-1,0.972788799146083,Pass,0.0214762905126088,90.3053732813203,999,1,
S70-A02,treated_low,Unknown,1,SP3,Test,16.7600584074136,-1,1,Pass,0.0214762905126088,81.5920938610616,999,1,
S70-A03,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A04,treated_low,Unknown,1,RSU1,Test,15.3240348985599,-1,1,Pass,0.0214762905126088,82.9551846417257,999,1,
S70-A05,treated_low,Unknown,1,IL8,Test,9.40800742687747,-1,1,Pass,0.0214762905126088,82.8425588045984,999,1,
S70-A06,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A07,treated_low,Unknown,1,ACTB,Test,15.4753322563774,-1,0.997389122979105,Pass,0.0214762905126088,89.9165364699455,999,1,
S70-A08,treated_low,Unknown,1,SP3,Test,16.1293589321992,-1,1,Pass,0.0214762905126088,81.2235481652966,999,1,
S70-A09,treated_low,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A10,treated_low,Unknown,1,RSU1,Test,15.4552559476413,-1,1,Pass,0.0214762905126088,82.7972557549845,999,1,
S70-A11,treated_low,Unknown,1,IL8,Test,9.31549666555085,-1,1,Pass,0.0214762905126088,82.6752978666364,999,1,
S70-A12,treated_low,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A13,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A14,treated_low,Unknown,1,YBX1,Test,11.4125145933456,-1,1,Pass,0.0214762905126088,82.1536658913432,999,1,
S70-A15,treated_low,Unknown,1,PRKCB,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A16,treated_low,Unknown,1,DDIT4,Test,16.9494194497863,-1,1,Pass,0.0214762905126088,89.1660747111132,999,1,
S70-A17,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A18,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A19,treated_low,Unknown,1,ABCC4,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A20,treated_low,Unknown,1,YBX1,Test,11.340947238073,-1,1,Pass,0.0214762905126088,82.0693811491941,999,1,
S70-A21,treated_low,Unknown,1,PRKCB,Test,999,-1,0,Fail,0.0214762905126088,69.0649296846317,999,1,
S70-A22,treated_low,Unknown,1,DDIT4,Test,16.9681489174062,-1,1,Pass,0.0214762905126088,89.0929887476423,999,1,
S70-A23,treated_low,Unknown,1,ABCB1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A24,treated_low,Unknown,1,LRP5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A25,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A26,treated_low,Unknown,1,NFYA,Test,18.057987607871,-1,1,Pass,0.0214762905126088,85.6524260926246,999,1,
S70-A27,treated_low,Unknown,1,CSK,Test,21.1211977902965,-1,1,Pass,0.0214762905126088,85.9044808959744,999,1,
S70-A28,treated_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A29,treated_low,Unknown,1,GAPDH,Test,11.8286088114038,-1,1,Pass,0.0214762905126088,87.6084168348612,999,1,
S70-A30,treated_low,Unknown,1,APCDD1,Test,27.1008565485874,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A31,treated_low,Unknown,1,ABCC5,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A32,treated_low,Unknown,1,NFYA,Test,17.3885935817124,-1,1,Pass,0.0214762905126088,85.3582363266838,999,1,
S70-A33,treated_low,Unknown,1,CSK,Test,21.2544200108314,-1,1,Pass,0.0214762905126088,85.8377183846695,999,1,
S70-A34,treated_low,Unknown,1,SCML2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A35,treated_low,Unknown,1,GAPDH,Test,11.7526933058727,-1,1,Pass,0.0214762905126088,87.4349574527572,999,1,
S70-A36,treated_low,Unknown,1,APCDD1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A37,treated_low,Unknown,1,WNK1,Test,16.1578146168477,-1,1,Pass,0.0214762905126088,83.6511912721916,999,1,
S70-A38,treated_low,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A39,treated_low,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A40,treated_low,Unknown,1,MAPK1,Test,15.461821731688,-1,1,Pass,0.0214762905126088,85.2046591534671,999,1,
S70-A41,treated_low,Unknown,1,MYC,Test,17.5806163921122,-1,1,Pass,0.0214762905126088,79.6997387913252,999,1,
S70-A42,treated_low,Unknown,1,OCT4,Test,26.0200700794593,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A43,treated_low,Unknown,1,WNK1,Test,15.6733657630841,-1,1,Pass,0.0214762905126088,83.5753065961219,999,1,
S70-A44,treated_low,Unknown,1,IL18,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A45,treated_low,Unknown,1,GCLC,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A46,treated_low,Unknown,1,MAPK1,Test,15.3085221916549,-1,1,Pass,0.0214762905126088,85.195306104381,999,1,
S70-A47,treated_low,Unknown,1,MYC,Test,17.3939942456393,-1,1,Pass,0.0214762905126088,79.6585452804229,999,1,
S70-A48,treated_low,Unknown,1,OCT4,Test,25.1211119002718,-1,0.53364186697563,Fail,0.0214762905126088,92.139207408763,999,1,
S70-A54,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A53,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A52,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A51,treated_low,Unknown,1,SLC7A7,Test,15.9436147140919,-1,1,Pass,0.0214762905126088,81.241071631819,999,1,
S70-A50,treated_low,Unknown,1,BRD4,Test,13.9757019934356,-1,1,Pass,0.0214762905126088,84.9605429801459,999,1,
S70-A49,treated_low,Unknown,1,DVL2,Test,18.2291500352106,-1,1,Pass,0.0214762905126088,86.718546778974,999,1,
S70-A60,treated_low,Unknown,1,OSCAR,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A59,treated_low,Unknown,1,MPO,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A58,treated_low,Unknown,1,EZH1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A57,treated_low,Unknown,1,SLC7A7,Test,16.1669831568691,-1,1,Pass,0.0214762905126088,81.2209576449442,999,1,
S70-A56,treated_low,Unknown,1,BRD4,Test,14.0607740001965,-1,1,Pass,0.0214762905126088,84.9576842876327,999,1,
S70-A55,treated_low,Unknown,1,DVL2,Test,17.6787694046891,-1,1,Pass,0.0214762905126088,86.7466865927561,999,1,
S70-A66,treated_low,Unknown,1,MT2A,Test,17.2047509027919,-1,1,Pass,0.0214762905126088,89.3726003832111,999,1,
S70-A65,treated_low,Unknown,1,NOTCH1,Test,16.7725600477152,-1,1,Pass,0.0214762905126088,89.842636528436,999,1,
S70-A64,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A63,treated_low,Unknown,1,KRAS,Test,16.5075903186479,-1,1,Pass,0.0214762905126088,74.8748030925716,999,1,
S70-A62,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A61,treated_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.2910450771973,999,1,
S70-A72,treated_low,Unknown,1,MT2A,Test,17.4889500057072,-1,1,Pass,0.0214762905126088,89.40476395406,999,1,
S70-A71,treated_low,Unknown,1,NOTCH1,Test,16.8778874331047,-1,1,Pass,0.0214762905126088,89.8424161877238,999,1,
S70-A70,treated_low,Unknown,1,PTK2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A69,treated_low,Unknown,1,KRAS,Test,16.4905762403138,-1,1,Pass,0.0214762905126088,74.8865493916628,999,1,
S70-A68,treated_low,Unknown,1,KMT2A,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A67,treated_low,Unknown,1,DAAM1,Test,999,-1,0,Fail,0.0214762905126088,68.33069042119,999,1,
S70-A78,treated_low,Unknown,1,CTNNB,Test,21.0060704236754,-1,1,Pass,0.0214762905126088,82.3672659423081,999,1,
S70-A77,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A76,treated_low,Unknown,1,PPIA,Test,14.4464441595402,-1,1,Pass,0.0214762905126088,83.9200345070174,999,1,
S70-A75,treated_low,Unknown,1,RELA,Test,15.6085605709161,-1,1,Pass,0.0214762905126088,85.6134468642786,999,1,
S70-A74,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A73,treated_low,Unknown,1,UGCG,Test,17.0722326743269,-1,1,Pass,0.0214762905126088,82.2497786805238,999,1,
S70-A84,treated_low,Unknown,1,CTNNB,Test,20.4089540289922,-1,1,Pass,0.0214762905126088,82.9107792403981,999,1,
S70-A83,treated_low,Unknown,1,PTGS2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A82,treated_low,Unknown,1,PPIA,Test,14.5919578500445,-1,1,Pass,0.0214762905126088,84.0008633479638,999,1,
S70-A81,treated_low,Unknown,1,RELA,Test,15.8831233405269,-1,1,Pass,0.0214762905126088,85.6778434779365,999,1,
S70-A80,treated_low,Unknown,1,SMYD3,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A79,treated_low,Unknown,1,UGCG,Test,17.2488894014838,-1,1,Pass,0.0214762905126088,82.3311095318296,999,1,
S70-A90,treated_low,Unknown,1,LRP6,Test,21.5565187228468,-1,1,Pass,0.0214762905126088,86.7948603728782,999,1,
S70-A89,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A88,treated_low,Unknown,1,B2M,Test,10.8624654352051,-1,1,Pass,0.0214762905126088,85.6594378916186,999,1,
S70-A87,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A86,treated_low,Unknown,1,SLCO3A1,Test,17.1977814248019,-1,1,Pass,0.0214762905126088,83.8356664690544,999,1,
S70-A85,treated_low,Unknown,1,SP1,Test,15.3073318496183,-1,1,Pass,0.0214762905126088,86.69355943008,999,1,
S70-A96,treated_low,Unknown,1,LRP6,Test,22.0774081588207,-1,1,Pass,0.0214762905126088,86.8342779380991,999,1,
S70-A95,treated_low,Unknown,1,Tcf7l2,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A94,treated_low,Unknown,1,B2M,Test,10.8198087031027,-1,1,Pass,0.0214762905126088,85.8764954398777,999,1,
S70-A93,treated_low,Unknown,1,MAP3K14,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S70-A92,treated_low,Unknown,1,SLCO3A1,Test,17.1430276087199,-1,1,Pass,0.0214762905126088,84.1025652866804,999,1,
S70-A91,treated_low,Unknown,1,SP1,Test,15.3226428587746,-1,1,Pass,0.0214762905126088,86.9952690611394,999,1,
S28-A01,treated_high,Unknown,1,ACTB,Test,11.8722724521771,-1,0.983285422615363,Pass,0.0214762905126088,90.711332481657,999,1,
S28-A02,treated_high,Unknown,1,SP3,Test,12.4939881590875,-1,1,Pass,0.0214762905126088,81.646568829093,999,1,
S28-A03,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S28-A04,treated_high,Unknown,1,RSU1,Test,12.1356674618793,-1,1,Pass,0.0214762905126088,83.0112353649269,999,1,
S28-A05,treated_high,Unknown,1,IL8,Test,14.8103179306388,-1,1,Pass,0.0214762905126088,80.0532005067906,999,1,
S28-A06,treated_high,Unknown,1,FZD7,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S28-A07,treated_high,Unknown,1,ACTB,Test,11.8128802752023,-1,0.972604766479265,Pass,0.0214762905126088,90.1888591977581,999,1,
S28-A08,treated_high,Unknown,1,SP3,Test,12.6245692896847,-1,1,Pass,0.0214762905126088,81.1999038998424,999,1,
S28-A09,treated_high,Unknown,1,SLCO2B1,Test,999,-1,0,Fail,0.0214762905126088,999,999,0,
S28-A10,treated_high,Unknown,1,RSU1,Test,12.1052566262939,-1,1,Pass,0.0214762905126088,82.8214363090208,999,1,
S28-A11,treated_high,Unknown,1,IL8,Test,14.5575546777555,-1,1,Pass,0.0214762905126088,79.8731010245811,999,1,
S28-A12,treated_high,Unknown,1,FZD7,Test,23.6288822091132,-1,1,Pass,0.0214762905126088,80.3301559631558,999,1,
S28-A13,treated_high,Unknown,1,ABCC4,Test,15.7144135290628,-1,1,Pass,0.0214762905126088,80.7335149718098,999,1,
